pose,approach,elfin_joint1,elfin_joint2,elfin_joint3,elfin_joint4,elfin_joint5,elfin_joint6,effort_elfin_joint1,effort_elfin_joint2,effort_elfin_joint3,effort_elfin_joint4,effort_elfin_joint5,effort_elfin_joint6,stddev_elfin_joint1,stddev_elfin_joint2,stddev_elfin_joint3,stddev_elfin_joint4,stddev_elfin_joint5,stddev_elfin_joint6,reported_speed_peak,position_span
拟合 A 低负载中性腕,first,0.00013256213925014226,0.280867056930381,-0.35774575686331006,-0.0009279191539920444,-0.0023672918033509098,0.0023256199242740667,-4.598226865345227,-26.621662755340232,14.96678684682073,2.5118813821308046,2.790689231019622,1.2094672630132615,0.33535479518916345,0.32802632005395815,0.24268059961957825,0.4585891031797595,0.08450229472117908,0.0941890029922878,0.0003561094632272886,6.170095990876601e-06
拟合 A 低负载中性腕,second,0.0010773462222839162,0.2807704870177442,-0.35793899161313714,-0.0028985528889243417,-5.505624114936091e-05,0.0004626148124851902,-3.5601744956281465,-41.523422221381075,20.747063146282528,-2.001555302453388,5.290128460735127,-1.0360238830760047,0.3446624744270314,0.4258328784569185,0.3149484330583994,0.2417056152705128,0.0686188760238611,0.0655156933157416,0.0003561094632272886,6.644718759385437e-06
拟合 B 中负载正俯仰,first,0.0015159134811636378,0.4624377781925287,-0.5605483637981457,0.0014562217576416445,0.5006204205242551,0.0013664389505949135,5.058846011498458,-40.576962707815504,21.649109370033948,3.181844639998772,1.8686785539534052,1.0608918281945907,0.7215533914668002,0.43049770059781983,0.1808757383666251,0.14016939098871517,0.08450360868653686,0.0593628766870767,0.0003561094632272886,5.695473222347598e-06
拟合 B 中负载正俯仰,second,0.0007600450807633466,0.45911187496282096,-0.5623452539582787,-0.0018953743846025525,0.5025169814657791,0.0022687759373632463,2.441148731342342,-58.688454437252645,26.565806235669765,-1.9759107758364318,3.7755020067751492,-0.9597340853393257,0.5642276065643935,0.634085018747374,0.22028652095705925,0.3412481032382644,0.0917371641962461,0.08464093680738381,0.0003561094632272886,4.746227685289593e-06
拟合 C 高负载正腕姿,first,0.000583817646808539,0.717288973434075,-0.7606588154653309,0.45225990426115786,0.3012535919900418,-0.3513855111706017,-4.5783153748775085,-54.331820322915746,27.893551601262647,3.259419333015062,5.980319310424695,0.8617375219482882,0.40539759819957044,0.4672864775935395,0.17738803063734918,0.23700731989540455,0.07783351970240415,0.12684853824057185,0.0003561094632272886,6.170095990853941e-06
拟合 C 高负载正腕姿,second,0.0027085772154411434,0.7224473793523144,-0.7586668869888513,0.44783203770823815,0.30232701466410566,-0.34966596870098055,4.6446870097699025,-80.6972885675713,36.034406575815204,-2.089387806116461,8.161111650146111,-1.275852031762029,0.5654754230408574,0.41812233606781635,0.1928291064267899,0.17791208006362505,0.08214336986289622,0.07800537275268966,0.0003561094632272886,6.170095990853941e-06
拟合 D 高负载负腕姿,first,-0.0010628702278437823,0.7175323125275,-0.7573125983811303,-0.4519383947977561,-0.30281416747372386,0.35268765455682,-6.292030987799185,-56.16235001324803,28.970621719174783,2.835643530669869,7.263758172900867,1.594709667053729,0.4486643971724975,0.31476953399686125,0.2686225910278236,0.2366923471788078,0.0593617544200277,0.08997145986075919,0.0007122189264545771,5.695473222377956e-06
拟合 D 高负载负腕姿,second,-0.0011222297154278062,0.7218024935759549,-0.7626263166899917,-0.45010983147820366,-0.29760719182550516,0.3518560838248394,-5.0336247902393465,-81.47250926311452,34.72974128417759,-2.1150323327334157,9.86119396600741,-0.705364511117858,0.47316226328066396,0.32249785477309806,0.3915039316838468,0.2673595639561494,0.044763412474299796,0.1125981575944271,0.0014244378529091543,5.695473222322445e-06
拟合 E 中负载负俯仰,first,0.002085951246925886,0.4627662013275921,-0.5611578268952139,0.0013260960152699512,-0.502575439170103,0.0027931391720340567,5.3336245799529785,-45.7725342871923,25.67017114357259,3.463934432785283,8.224335239430653,1.2219012355725545,0.5282048027976645,0.3011137049418435,0.2190881715039586,0.14583175569200924,0.056621500386360116,0.10962726494818291,0.0003561094632272886,7.119341527934498e-06
拟合 E 中负载负俯仰,second,0.0027062357431164017,0.4585225991541745,-0.5627396180166494,0.0018048638226440777,-0.5007034320464706,-0.0009565230861753904,5.03096992484365,-63.60924744817492,30.51634556101177,-1.5784206132736192,10.630835792897889,-1.1403428053954971,0.5947135523187898,0.4948476103330351,0.2975269368758073,0.18560862812160642,0.10614201088896714,0.05524944318189112,0.0003561094632272886,6.170095990909452e-06
