pose,approach,elfin_joint1,elfin_joint2,elfin_joint3,elfin_joint4,elfin_joint5,elfin_joint6,effort_elfin_joint1,effort_elfin_joint2,effort_elfin_joint3,effort_elfin_joint4,effort_elfin_joint5,effort_elfin_joint6,stddev_elfin_joint1,stddev_elfin_joint2,stddev_elfin_joint3,stddev_elfin_joint4,stddev_elfin_joint5,stddev_elfin_joint6,reported_speed_peak,position_span
拟合 A 低负载中性腕,first,0.00047892601496363587,0.2810872344327013,-0.356998605701092,0.0014849047936197452,0.0016538072161802573,-0.00019217475897738133,5.990703765387704,-18.484500317532415,10.220626083187666,2.917064902678704,1.1833348461089852,1.2499303601553675,0.6145038525130256,0.3990365138311213,0.2005321635731289,0.11141358958659947,0.06205545499294857,0.05370036653631729,0.0007122189264545771,6.170095990876709e-06
拟合 A 低负载中性腕,second,0.001308155274619556,0.27719825457116987,-0.3597591857512048,-0.0024608874133048237,0.001075036391477075,-0.001842074247696749,6.325216805245384,-32.142455345689754,15.351454746075065,-2.009889773603898,3.432830152852938,-1.1658429864069286,0.6660551469174835,0.49437557271468746,0.29509666677930735,0.1834580918130782,0.04308130817571529,0.06915400704480584,0.0003561094632272886,8.543209833521397e-06
拟合 B 中负载正俯仰,first,-0.0024432630878334486,0.46141730759867394,-0.5615148697832193,0.0011128954676467363,0.5006157375796058,-0.0027739802329444373,-5.421235138010944,-30.28935929949405,14.828947516254594,3.3440462708510155,0.4276022088611096,1.050565308611449,0.47384699211628706,0.39256114902926154,0.14605565417560434,0.12813284580506432,0.061935099348794063,0.08335103073468003,0.0003561094632272886,5.220850453818704e-06
拟合 B 中负载正俯仰,second,-0.0015099015927622717,0.4627404767735376,-0.5623959594907165,5.7018015259280644e-05,0.5029213600645656,0.0006172785519898313,4.40973142225082,-46.53182579036131,19.06798776603737,-1.4142956429251032,2.4024963928125427,-0.9966145124219743,0.3677156295366674,0.44389476442905423,0.2641635205799922,0.12966345368433246,0.07448586759865351,0.0605206044874315,0.0003561094632272886,5.6954732222669335e-06
拟合 C 高负载正腕姿,first,-0.0009024160905630877,0.7180140388167985,-0.7618658286279777,0.44711260451570195,0.30177789194167665,-0.35250810476348554,-5.357518368514244,-41.54864344264018,16.89012634309241,3.2613426725113337,1.6577225110406537,1.042556987302074,0.3852391737993536,0.36314444114968447,0.24201915849955247,0.1997363347187694,0.052145728976638085,0.08365845099900725,0.0003561094632272886,7.59396429644843e-06
拟合 C 高负载正腕姿,second,-0.0005127982598776538,0.7221050339493748,-0.7626418684960404,0.4479341290657489,0.29744387413085444,-0.34818951219264044,-4.502651711100179,-61.022081120069316,22.59923908119215,-1.5976540082363357,3.8496843515356765,-1.0044120884337346,0.22408070501101157,0.42411422762222906,0.2975897873600011,0.13779608591787051,0.05466434036364983,0.07482022010371883,0.0007122189264545771,9.492455370574415e-06
拟合 D 高负载负腕姿,first,0.0025737052453841617,0.7210820320340868,-0.7593585072871514,-0.44739419820427023,-0.29995700169021533,0.35031963499855745,5.774332235638492,-42.20837749347061,19.029520976111932,2.9863051245444843,1.9375922662735545,1.1392890789074217,0.5650561522518172,0.5374725653122444,0.18552002788355326,0.19720457554196621,0.044428787629987664,0.0520690177170739,0.0003561094632272886,7.59396429644843e-06
拟合 D 高负载负腕姿,second,0.00023408394943848966,0.7185808491477341,-0.762213173390746,-0.4530568433517947,-0.30243287136224667,0.34889981680726195,-5.145129136858573,-61.53181527604291,22.840297631391532,-1.1366936422965586,4.447990251465044,-0.8602623048649823,0.39105004743886324,0.4930907736396083,0.4435854532447623,0.12035352287613559,0.050068754087487115,0.0553084963476467,0.0010683283896818657,3.3223593797028017e-06
拟合 E 中负载负俯仰,first,0.001023397434261123,0.45850404140392503,-0.5608089475188273,0.0016989596622263123,-0.49861665812007955,-0.0014162110582546525,5.370792695492722,-31.82918122899764,16.132330581561366,3.110681078636719,2.453075264240175,1.0440322043853798,0.5866952192661398,0.4070177939215499,0.1905098812418427,0.17766586525049857,0.05968967603408539,0.08084602745855658,0.0003561094632272886,7.119341527934498e-06
拟合 E 中负载负俯仰,second,0.002290861716858795,0.45748339678172123,-0.5620233331551443,-0.0023691428321481727,-0.5019204913910503,-0.0012205082700312057,5.800880889595451,-47.78757712252545,20.8079688969978,-1.7976813158485896,5.027539819906667,-1.1011441800390815,0.6455200253430159,0.5644945591176189,0.17035282833131954,0.22090419102773556,0.055440034475375245,0.05005145358763358,0.0003561094632272886,6.170095990876492e-06
留出 F 交叉腕姿,first,-0.002279360025101443,0.5769831264039988,-0.6622347731626188,0.5493074930728594,-0.398405787659927,0.5004498094597281,-5.5645978693785185,-36.72475301866081,16.47340278556688,3.599209310689724,2.0684650960925524,1.0488793462305284,0.5082108632318727,0.6692472819299371,0.26121329640067753,0.12638875739540348,0.036759803939972205,0.07151721708894818,0.0003561094632272886,4.746227685314963e-06
留出 F 交叉腕姿,second,0.00020195198800907808,0.5782999830960409,-0.6628702139458846,0.548129669210478,-0.4007790280686435,0.5021760915726625,5.423890003406639,-54.53359009298864,22.117763093958818,-1.2431184277569245,4.139248390458873,-1.1690041658711554,0.4355597768475547,0.6533558472591059,0.2880938866155885,0.17434152802609423,0.07027305030047613,0.08004465960783579,0.0003561094632272886,8.068587064924415e-06
留出 G 实际工作姿态,first,0.0027348554960586976,0.7513670147805274,-0.7626535600369052,0.002003050470022825,-0.1514409876232939,2.899945115712026e-05,5.593801388731174,-41.81412998220977,17.3542922748593,3.395976437250351,2.3599258426942855,1.2651040215836573,0.6900403238582173,0.6889874430168409,0.228769624569433,0.14312914236989674,0.05912748430325672,0.053705328684409255,0.0007122189264545771,7.119341527934281e-06
留出 G 实际工作姿态,second,0.00017043703617875417,0.7504460251189559,-0.76280081966122,-0.002218766518319244,-0.14939865420879572,0.002403394775277014,-5.145129136858573,-61.29818712122171,22.772339635856607,-1.602141800394303,4.982651071514643,-0.8096834334373498,0.37560481672839974,0.44093150314687046,0.28867183732567164,0.2529831250989069,0.052829857184360875,0.10148562290270664,0.0003561094632272886,7.593964296463609e-06
