pose,approach,elfin_joint1,elfin_joint2,elfin_joint3,elfin_joint4,elfin_joint5,elfin_joint6,effort_elfin_joint1,effort_elfin_joint2,effort_elfin_joint3,effort_elfin_joint4,effort_elfin_joint5,effort_elfin_joint6,stddev_elfin_joint1,stddev_elfin_joint2,stddev_elfin_joint3,stddev_elfin_joint4,stddev_elfin_joint5,stddev_elfin_joint6,reported_speed_peak,position_span
拟合 A,first,-0.0024708386706849806,0.28053090139938053,-0.36093770572698014,0.0007573199550340431,0.001613871665398281,0.00024155925804282075,-5.60309341761611,-20.23803891138953,12.525748469469269,2.874430877178014,2.0291610980873305,1.3273792570289291,0.44685217673259997,0.5412996454862552,0.20802986162117404,0.14080828745261792,0.06210651763698816,0.05414667657359795,0.0003561094632272886,3.3223593797026933e-06
拟合 A,second,0.002060622211845389,0.279958589399519,-0.3580357197333633,0.00031347647304417336,0.0017321120626080607,0.0025024485470690125,5.55132354240004,-34.69079426738332,17.43170668958424,-1.8132283101101194,4.293355889339938,-0.6742795797196255,0.7375749316664854,0.48863848345472477,0.28258653685593765,0.10131705393243484,0.07373599332047376,0.10419959138808377,0.0003561094632272886,5.695473222377956e-06
拟合 B,first,9.863847686953392e-05,0.4023068704020559,-0.5021006146868967,0.0005620720136304363,0.3473087586762708,-0.0027718681616244823,-5.073447771174785,-29.127523830702636,14.070670919849487,2.9989671095616055,1.5511907630962036,1.1288571866754726,0.346345481380359,0.6883092948626796,0.3039815865015853,0.14408287405511772,0.06448418695942165,0.09064320376021927,0.0003561094632272886,3.7969821482318044e-06
拟合 B,second,-0.0006978259909989363,0.3990003871539606,-0.4991505731379669,0.0025012738557169015,0.35081174761610645,-0.0004121742777597736,-5.575217330961303,-45.985587235196874,20.75571817401576,-0.8789661497961543,3.6566943452446177,-0.9371316521701025,0.37526689059905244,0.5204293806801819,0.23491330359305881,0.14585711994225622,0.07405109283512633,0.05252673290730617,0.0003561094632272886,2.847736611188978e-06
拟合 C,first,0.001866691348624452,0.3971602509492353,-0.501926594248816,-0.0016575369601029455,-0.3470951309681558,-0.0022904345563671195,1.159844319744628,-31.4123673618734,15.57472240593394,2.09499754631392,4.065276790995958,1.1611012172105881,0.5884637122801583,0.5517459277962562,0.3207276741989914,0.17151117768213348,0.05549648401004001,0.10255628188888237,0.0003561094632272886,5.695473222377956e-06
拟合 C,second,0.0005215510947672752,0.39936754346212566,-0.49970985674283225,-0.0014020593893730132,-0.35129645611846666,0.0028620583532142016,-4.2660368327087825,-48.06832913812028,21.868370072608908,-2.766243030512734,6.370883033229942,-0.4335557635187371,0.32780717990391395,0.4463861299652848,0.2770209853020542,0.14513807725218492,0.09202657106254344,0.09723787518116513,0.0003561094632272886,3.3223593797204742e-06
拟合 D,first,0.0028919002597854607,0.5190848836685834,-0.6209065605220874,0.3471088594317356,0.29869587757676735,-0.2495801455195763,5.130195519007785,-37.45650029334947,19.041541847963636,2.555156520796916,2.5265726867834526,1.0425569873020746,0.580507032025856,0.36821589901478774,0.3116904284757721,0.2786038753780732,0.045496555423363616,0.06922622152015889,0.0003561094632272886,7.59396429644843e-06
拟合 D,second,-0.0013965656308272908,0.5217577929829696,-0.6182395127988927,0.3477434300732588,0.2985120799096542,-0.2513399043584511,-5.503535965277515,-54.93181990234301,24.95773413849529,-2.1060567484174824,4.721695706742702,-1.1849681221655022,0.35251774190440666,0.5915287947406351,0.3107157039695159,0.14622440715410462,0.05754540627854394,0.09162936470156537,0.0007122189264545771,4.2716049166724446e-06
拟合 E,first,0.000810548898524567,0.521375116510274,-0.6184598089569058,-0.35281539136459006,-0.30088721089906545,0.2484013842772268,5.034620364762732,-38.91700811915667,20.019079146943707,3.0523397805831456,3.585725866272721,1.6120434677825741,0.5054450573182392,0.5973281208923819,0.3540081246987717,0.1204354587364482,0.06764554746698972,0.06267571440124488,0.0003561094632272886,6.6447187594409485e-06
拟合 E,second,-0.00246472790254017,0.5228060448295426,-0.6173883243258128,-0.34764489838651214,-0.3019487047208803,0.2490883176756881,-5.300438762506781,-56.95383175933988,26.24733327074545,-1.9286286798864196,6.248703446937569,-0.6750698745856818,0.5825463764945444,0.4335849922761147,0.21354211855815763,0.09938171744172301,0.06302649866178264,0.06078163928809608,0.0007122189264545771,6.6447187594409485e-06
拟合 F,first,-0.001035638746499432,0.32161958774939403,-0.4383795890818562,0.5024474215438615,0.41745135914609366,-0.4509076011586856,-5.626987206177373,-24.41148731342342,11.170755794345872,3.462491928163079,0.049314399641941654,0.9061520934206777,0.35240525658232247,0.4657756864499531,0.339462610331361,0.15903863324784362,0.07128021599176008,0.07546401490490201,0.0003561094632272886,4.271604916783467e-06
拟合 F,second,0.0020325245439484756,0.31708938461720054,-0.44139196046586343,0.5017540451413175,0.42029991448154336,-0.44758163464594203,4.9549744028918585,-37.17176597966109,18.048617833013374,-1.4372154385890081,2.305448183260773,-0.980913987749647,0.6233210914732923,0.5748104509466957,0.2215516797475515,0.218998511894803,0.08466474305198662,0.06780785215917015,0.0003561094632272886,7.59396429644843e-06
留出 G,first,0.001401703422296616,0.322494258183947,-0.4372832698144003,-0.4986372923449413,-0.42155862592925136,0.4489721013741935,1.1688044904551016,-27.185157935576665,15.042438200340749,1.591082598290741,3.3750332549819873,1.529852801712671,0.5820527492938992,0.6220899012219598,0.22772697010323673,0.20594051564774796,0.06918416575393652,0.043630861899842714,0.0003561094632272886,6.6447187594409485e-06
留出 G,second,0.002831706227166773,0.32240653603075364,-0.4381127798925274,-0.5027808559043223,-0.42104139390167755,0.4497543508901445,4.8006603517670365,-42.12176250993602,19.36610538795948,-2.149812721957662,5.479588483291133,-0.7640570765036732,0.7003044154142203,0.5555974869107958,0.2818463561587824,0.10236137660064094,0.059949166114304196,0.08216087263270631,0.0003561094632272886,6.64471875940582e-06
留出 H,first,7.951117929781625e-05,0.46112606324714556,-0.5581905842261141,0.250671504979101,-0.1826635322763064,0.3023284741291189,-5.17300522351338,-34.58825009147457,18.35875632678718,3.2475587394547203,3.1191357773528106,1.3073057674310882,0.3443939650075128,0.5023815439284736,0.31819463503374,0.124909758038658,0.09766509870765983,0.09555432969622987,0.0007122189264545771,6.6447187594409485e-06
留出 H,second,-0.0029427086271564865,0.46252678182719736,-0.5584496570643157,0.25146274859651574,-0.18118571122750698,0.2971012518646329,-5.567252734774215,-52.36423320653063,24.999566772539204,-0.932819655691761,5.658669299939595,-1.2285923987718348,0.6850941753806655,0.49821616953287934,0.31156318918800613,0.1527814507754989,0.08548623620989838,0.06812891812435397,0.0003561094632272886,8.068587064992503e-06
