language-selector-common	0.204.2	all
language-selector-gnome	0.204.2	all
laptop-detect	0.16	all
less	551-1ubuntu0.3	arm64
liba52-0.7.4:arm64	0.7.4-20	arm64
libaa1:arm64	1.4p5-46	arm64
libaccountsservice0:arm64	0.6.55-0ubuntu12~20.04.7	arm64
libacl1:arm64	2.2.53-6	arm64
libaec-dev:arm64	1.0.4-1	arm64
libaec0:arm64	1.0.4-1	arm64
libaio1:arm64	0.3.112-5	arm64
libalgorithm-diff-perl	1.19.03-2	all
libalgorithm-diff-xs-perl	0.04-6	arm64
libalgorithm-merge-perl	0.08-3	all
libamtk-5-0:arm64	5.0.2-1build1	arm64
libamtk-5-common	5.0.2-1build1	all
libann0	1.1.2+doc-7build1	arm64
libao-common	1.2.2+20180113-1ubuntu1	all
libao4:arm64	1.2.2+20180113-1ubuntu1	arm64
libaom0:arm64	1.0.0.errata1-3+deb11u1build0.20.04.1	arm64
libapparmor1:arm64	2.13.3-7ubuntu5.3	arm64
libappindicator3-1	12.10.1+20.04.20200408.1-0ubuntu1	arm64
libappindicator3-dev	12.10.1+20.04.20200408.1-0ubuntu1	arm64
libappstream4:arm64	0.12.10-2	arm64
libapr1:arm64	1.6.5-1ubuntu1	arm64
libapr1-dev	1.6.5-1ubuntu1	arm64
libaprutil1:arm64	1.6.1-4ubuntu2.2	arm64
libaprutil1-dev	1.6.1-4ubuntu2.2	arm64
libapt-pkg6.0:arm64	2.0.10	arm64
libarchive-cpio-perl	0.10-1	all
libarchive-zip-perl	1.67-2	all
libarchive13:arm64	3.4.0-2ubuntu1.2	arm64
libargon2-1:arm64	0~20171227-0.2	arm64
libarmadillo-dev	1:9.800.4+dfsg-1build1	arm64
libarmadillo9	1:9.800.4+dfsg-1build1	arm64
libarpack2:arm64	3.7.0-3	arm64
libarpack2-dev:arm64	3.7.0-3	arm64
libasan5:arm64	9.4.0-1ubuntu1~20.04.2	arm64
libasn1-8-heimdal:arm64	7.7.0+dfsg-1ubuntu1.4	arm64
libasound2:arm64	1.2.2-2.1ubuntu2.5	arm64
libasound2-data	1.2.2-2.1ubuntu2.5	all
libasound2-dev:arm64	1.2.2-2.1ubuntu2.5	arm64
libasound2-plugins:arm64	1.2.2-1ubuntu1	arm64
libaspell15:arm64	0.60.8-1ubuntu0.1	arm64
libass9:arm64	1:0.14.0-2	arm64
libassimp-dev:arm64	5.0.1~ds0-1build1	arm64
libassimp5:arm64	5.0.1~ds0-1build1	arm64
libassuan-dev	2.5.3-7ubuntu2	arm64
libassuan0:arm64	2.5.3-7ubuntu2	arm64
libasyncns0:arm64	0.8-6	arm64
libatasmart4:arm64	0.19-5	arm64
libatk-adaptor:arm64	2.34.2-0ubuntu2~20.04.1	arm64
libatk-bridge2.0-0:arm64	2.34.2-0ubuntu2~20.04.1	arm64
libatk-bridge2.0-dev:arm64	2.34.2-0ubuntu2~20.04.1	arm64
libatk1.0-0:arm64	2.35.1-1ubuntu2	arm64
libatk1.0-data	2.35.1-1ubuntu2	all
libatk1.0-dev:arm64	2.35.1-1ubuntu2	arm64
libatkmm-1.6-1v5:arm64	2.28.0-2build1	arm64
libatomic1:arm64	10.5.0-1ubuntu1~20.04	arm64
libatopology2:arm64	1.2.2-2.1ubuntu2.5	arm64
libatspi2.0-0:arm64	2.36.0-2	arm64
libatspi2.0-dev:arm64	2.36.0-2	arm64
libattr1:arm64	1:2.4.48-5	arm64
libaudit-common	1:2.8.5-2ubuntu6	all
libaudit1:arm64	1:2.8.5-2ubuntu6	arm64
libauthen-sasl-perl	2.1600-1	all
libavahi-client3:arm64	0.7-4ubuntu7.3	arm64
libavahi-common-data:arm64	0.7-4ubuntu7.3	arm64
libavahi-common3:arm64	0.7-4ubuntu7.3	arm64
libavahi-core7:arm64	0.7-4ubuntu7.3	arm64
libavahi-glib1:arm64	0.7-4ubuntu7.3	arm64
libavahi-ui-gtk3-0:arm64	0.7-4ubuntu7.3	arm64
libavc1394-0:arm64	0.5.4-5	arm64
libavcodec-dev:arm64	7:4.2.7-0ubuntu0.1	arm64
libavcodec58:arm64	7:4.2.7-0ubuntu0.1	arm64
libavdevice-dev:arm64	7:4.2.7-0ubuntu0.1	arm64
libavdevice58:arm64	7:4.2.7-0ubuntu0.1	arm64
libavfilter-dev:arm64	7:4.2.7-0ubuntu0.1	arm64
libavfilter7:arm64	7:4.2.7-0ubuntu0.1	arm64
libavformat-dev:arm64	7:4.2.7-0ubuntu0.1	arm64
libavformat58:arm64	7:4.2.7-0ubuntu0.1	arm64
libavresample4:arm64	7:4.2.7-0ubuntu0.1	arm64
libavutil-dev:arm64	7:4.2.7-0ubuntu0.1	arm64
libavutil56:arm64	7:4.2.7-0ubuntu0.1	arm64
libayatana-appindicator3-1	0.5.4-2	arm64
libayatana-indicator3-7:arm64	0.6.3-1	arm64
libbabeltrace1:arm64	1.5.8-1build1	arm64
libbfb0	0.24-6build2	arm64
libbinutils:arm64	2.34-6ubuntu1.9	arm64
libblas-dev:arm64	3.9.0-1build1	arm64
libblas3:arm64	3.9.0-1build1	arm64
libblkid-dev:arm64	2.34-0.1ubuntu9.6	arm64
libblkid1:arm64	2.34-0.1ubuntu9.6	arm64
libblockdev-crypto2:arm64	2.23-2ubuntu3	arm64
libblockdev-fs2:arm64	2.23-2ubuntu3	arm64
libblockdev-loop2:arm64	2.23-2ubuntu3	arm64
libblockdev-part-err2:arm64	2.23-2ubuntu3	arm64
libblockdev-part2:arm64	2.23-2ubuntu3	arm64
libblockdev-swap2:arm64	2.23-2ubuntu3	arm64
libblockdev-utils2:arm64	2.23-2ubuntu3	arm64
libblockdev2:arm64	2.23-2ubuntu3	arm64
libbluetooth3:arm64	5.53-0ubuntu3.8	arm64
libbluray2:arm64	1:1.2.0-1	arm64
libboost-all-dev	1.71.0.0ubuntu2	arm64
libboost-atomic-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-atomic1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-atomic1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-chrono-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-chrono1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-chrono1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-container-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-container1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-container1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-context-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-context1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-context1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-coroutine-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-coroutine1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-coroutine1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-date-time-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-date-time1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-date-time1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-exception-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-exception1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-fiber-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-fiber1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-fiber1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-filesystem-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-filesystem1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-filesystem1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-graph-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-graph-parallel-dev	1.71.0.0ubuntu2	arm64
libboost-graph-parallel1.71-dev	1.71.0-6ubuntu6	arm64
libboost-graph-parallel1.71.0	1.71.0-6ubuntu6	arm64
libboost-graph1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-graph1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-iostreams-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-iostreams1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-iostreams1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-locale-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-locale1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-locale1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-log-dev	1.71.0.0ubuntu2	arm64
libboost-log1.71-dev	1.71.0-6ubuntu6	arm64
libboost-log1.71.0	1.71.0-6ubuntu6	arm64
libboost-math-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-math1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-math1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-mpi-dev	1.71.0.0ubuntu2	arm64
libboost-mpi-python-dev	1.71.0.0ubuntu2	arm64
libboost-mpi-python1.71-dev	1.71.0-6ubuntu6	arm64
libboost-mpi-python1.71.0	1.71.0-6ubuntu6	arm64
libboost-mpi1.71-dev	1.71.0-6ubuntu6	arm64
libboost-mpi1.71.0	1.71.0-6ubuntu6	arm64
libboost-numpy-dev	1.71.0.0ubuntu2	arm64
libboost-numpy1.71-dev	1.71.0-6ubuntu6	arm64
libboost-numpy1.71.0	1.71.0-6ubuntu6	arm64
libboost-program-options-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-program-options1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-program-options1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-python-dev	1.71.0.0ubuntu2	arm64
libboost-python1.71-dev	1.71.0-6ubuntu6	arm64
libboost-python1.71.0	1.71.0-6ubuntu6	arm64
libboost-random-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-random1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-random1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-regex-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-regex1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-regex1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-serialization-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-serialization1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-serialization1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-stacktrace-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-stacktrace1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-stacktrace1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-system-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-system1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-system1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-test-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-test1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-test1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-thread-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-thread1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-thread1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-timer-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-timer1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-timer1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-tools-dev	1.71.0.0ubuntu2	arm64
libboost-type-erasure-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-type-erasure1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-type-erasure1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost-wave-dev:arm64	1.71.0.0ubuntu2	arm64
libboost-wave1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost-wave1.71.0:arm64	1.71.0-6ubuntu6	arm64
libboost1.71-dev:arm64	1.71.0-6ubuntu6	arm64
libboost1.71-tools-dev	1.71.0-6ubuntu6	arm64
libbrlapi0.7:arm64	6.0+dfsg-4ubuntu6	arm64
libbrotli-dev	1.0.7-6ubuntu0.1	arm64
libbrotli1:arm64	1.0.7-6ubuntu0.1	arm64
libbs2b0:arm64	3.1.0+dfsg-2.2build1	arm64
libbsd0:arm64	0.10.0-1	arm64
libbullet-dev:arm64	2.88+dfsg-2build2	arm64
libbullet2.88:arm64	2.88+dfsg-2build2	arm64
libbz2-1.0:arm64	1.0.8-2	arm64
libbz2-dev:arm64	1.0.8-2	arm64
libc-bin	2.31-0ubuntu9.16	arm64
libc-dev-bin	2.31-0ubuntu9.16	arm64
libc6:arm64	2.31-0ubuntu9.16	arm64
libc6-dbg:arm64	2.31-0ubuntu9.16	arm64
libc6-dev:arm64	2.31-0ubuntu9.16	arm64
libcaca0:arm64	0.99.beta19-2.1ubuntu1.20.04.2	arm64
libcaf-openmpi-3:arm64	2.8.0-1	arm64
libcairo-gobject-perl	1.005-2	arm64
libcairo-gobject2:arm64	1.16.0-4ubuntu1	arm64
libcairo-perl	1.107-1	arm64
libcairo-script-interpreter2:arm64	1.16.0-4ubuntu1	arm64
libcairo2:arm64	1.16.0-4ubuntu1	arm64
libcairo2-dev:arm64	1.16.0-4ubuntu1	arm64
libcairomm-1.0-1v5:arm64	1.12.2-4build1	arm64
libcamel-1.2-62:arm64	3.36.5-0ubuntu1	arm64
libcanberra-dev:arm64	0.30-7ubuntu1	arm64
libcanberra-gtk-common-dev	0.30-7ubuntu1	all
libcanberra-gtk-dev:arm64	0.30-7ubuntu1	arm64
libcanberra-gtk-module:arm64	0.30-7ubuntu1	arm64
libcanberra-gtk0:arm64	0.30-7ubuntu1	arm64
libcanberra-gtk3-0:arm64	0.30-7ubuntu1	arm64
libcanberra-gtk3-dev:arm64	0.30-7ubuntu1	arm64
libcanberra-gtk3-module:arm64	0.30-7ubuntu1	arm64
libcanberra-pulse:arm64	0.30-7ubuntu1	arm64
libcanberra0:arm64	0.30-7ubuntu1	arm64
libcap-ng0:arm64	0.7.9-2.1build1	arm64
libcap2:arm64	1:2.32-1ubuntu0.1	arm64
libcap2-bin	1:2.32-1ubuntu0.1	arm64
libcbor0.6:arm64	0.6.0-0ubuntu1	arm64
libcc1-0:arm64	10.5.0-1ubuntu1~20.04	arm64
libccd-dev:arm64	2.1-1	arm64
libccd2:arm64	2.1-1	arm64
libcdio-cdda2:arm64	10.2+2.0.0-1	arm64
libcdio-paranoia2:arm64	10.2+2.0.0-1	arm64
libcdio18:arm64	2.0.0-2	arm64
libcdparanoia0:arm64	3.10.2+debian-13	arm64
libcdt5:arm64	2.42.2-3build2	arm64
libcfitsio-dev:arm64	3.470-3	arm64
libcfitsio-doc	3.470-3	all
libcfitsio8:arm64	3.470-3	arm64
libcgraph6:arm64	2.42.2-3build2	arm64
libcharls-dev:arm64	2.0.0+dfsg-1build1	arm64
libcharls2:arm64	2.0.0+dfsg-1build1	arm64
libcheese-gtk25:arm64	3.34.0-1ubuntu1	arm64
libcheese8:arm64	3.34.0-1ubuntu1	arm64
libchromaprint1:arm64	1.4.3-3build1	arm64
libclang1-10	1:10.0.0-4ubuntu1	arm64
libclutter-1.0-0:arm64	1.26.4+dfsg-1	arm64
libclutter-1.0-common	1.26.4+dfsg-1	all
libclutter-gst-3.0-0:arm64	3.0.27-1	arm64
libclutter-gtk-1.0-0:arm64	1.8.4-4	arm64
libcoarrays-dev:arm64	2.8.0-1	arm64
libcoarrays-openmpi-dev:arm64	2.8.0-1	arm64
libcodec2-0.9:arm64	0.9.2-2	arm64
libcogl-common	1.22.6-1	all
libcogl-pango20:arm64	1.22.6-1	arm64
libcogl-path20:arm64	1.22.6-1	arm64
libcogl20:arm64	1.22.6-1	arm64
libcolord-gtk1:arm64	0.2.0-0ubuntu1	arm64
libcolord2:arm64	1.4.4-2	arm64
libcolorhug2:arm64	1.4.4-2	arm64
libcom-err2:arm64	1.45.5-2ubuntu1.1	arm64
libconsole-bridge-dev:arm64	0.4.4+dfsg-1build1	arm64
libconsole-bridge0.4:arm64	0.4.4+dfsg-1build1	arm64
libcrack2:arm64	2.9.6-3.2	arm64
libcroco3:arm64	0.6.13-1	arm64
libcrypt-dev:arm64	1:4.4.10-10ubuntu4	arm64
libcrypt1:arm64	1:4.4.10-10ubuntu4	arm64
libcryptsetup12:arm64	2:2.2.2-3ubuntu2.4	arm64
libctf-nobfd0:arm64	2.34-6ubuntu1.9	arm64
libctf0:arm64	2.34-6ubuntu1.9	arm64
libcublas-11-4	11.6.6.84-1	arm64
libcublas-dev-11-4	11.6.6.84-1	arm64
libcudla-11-4	11.4.298-1	arm64
libcudla-dev-11-4	11.4.298-1	arm64
libcudnn8	8.6.0.166-1+cuda11.4	arm64
libcudnn8-dev	8.6.0.166-1+cuda11.4	arm64
libcudnn8-samples	8.6.0.166-1+cuda11.4	arm64
libcue2:arm64	2.2.1-2ubuntu0.1	arm64
libcufft-11-4	10.6.0.202-1	arm64
libcufft-dev-11-4	10.6.0.202-1	arm64
libcups2:arm64	2.3.1-9ubuntu1.7	arm64
libcupsfilters1:arm64	1.27.4-1ubuntu0.2	arm64
libcupsimage2:arm64	2.3.1-9ubuntu1.7	arm64
libcurand-11-4	10.2.5.297-1	arm64
libcurand-dev-11-4	10.2.5.297-1	arm64
libcurl3-gnutls:arm64	7.68.0-1ubuntu2.22	arm64
libcurl4:arm64	7.68.0-1ubuntu2.25	arm64
libcurl4-openssl-dev:arm64	7.68.0-1ubuntu2.25	arm64
libcusolver-11-4	11.2.0.297-1	arm64
libcusolver-dev-11-4	11.2.0.297-1	arm64
libcusparse-11-4	11.6.0.299-1	arm64
libcusparse-dev-11-4	11.6.0.299-1	arm64
libdaemon0:arm64	0.14-7	arm64
libdap-dev:arm64	3.20.5-1	arm64
libdap25:arm64	3.20.5-1	arm64
libdapclient6v5:arm64	3.20.5-1	arm64
libdapserver7v5:arm64	3.20.5-1	arm64
libdart-collision-bullet-dev	6.9.2-2build4	arm64
libdart-collision-ode-dev	6.9.2-2build4	arm64
libdart-dev	6.9.2-2build4	arm64
libdart-external-ikfast-dev	6.9.2-2build4	arm64
libdart-external-odelcpsolver-dev	6.9.2-2build4	arm64
libdart-utils-dev	6.9.2-2build4	arm64
libdart-utils-urdf-dev	6.9.2-2build4	arm64
libdart6	6.9.2-2build4	arm64
libdart6-collision-bullet	6.9.2-2build4	arm64
libdart6-collision-ode	6.9.2-2build4	arm64
libdart6-external-odelcpsolver	6.9.2-2build4	arm64
libdart6-utils	6.9.2-2build4	arm64
libdart6-utils-urdf	6.9.2-2build4	arm64
libdata-dump-perl	1.23-1	all
libdatrie-dev:arm64	0.2.12-3	arm64
libdatrie1:arm64	0.2.12-3	arm64
libdazzle-1.0-0:arm64	3.36.0-1	arm64
libdb5.3:arm64	5.3.28+dfsg1-0.6ubuntu2	arm64
libdbus-1-3:arm64	1.12.16-2ubuntu2.3	arm64
libdbus-1-dev:arm64	1.12.16-2ubuntu2.3	arm64
libdbus-glib-1-2:arm64	0.110-5fakssync1	arm64
libdbus-glib-1-dev:arm64	0.110-5fakssync1	arm64
libdbus-glib-1-dev-bin	0.110-5fakssync1	arm64
libdbusmenu-glib-dev:arm64	16.04.1+18.10.20180917-0ubuntu6	arm64
libdbusmenu-glib4:arm64	16.04.1+18.10.20180917-0ubuntu6	arm64
libdbusmenu-gtk3-4:arm64	16.04.1+18.10.20180917-0ubuntu6	arm64
libdc1394-22:arm64	2.2.5-2.1	arm64
libdc1394-22-dev:arm64	2.2.5-2.1	arm64
libdca0:arm64	0.0.6-1	arm64
libdconf1:arm64	0.36.0-1	arm64
libde265-0:arm64	1.0.4-1ubuntu0.4	arm64
libdebconfclient0:arm64	0.251ubuntu1	arm64
libdebhelper-perl	12.10ubuntu1	all
libdee-1.0-4:arm64	1.2.7+17.10.20170616-4ubuntu6	arm64
libdevmapper1.02.1:arm64	2:1.02.167-1ubuntu1	arm64
libdjvulibre-text	3.5.27.1-14ubuntu0.1	all
libdjvulibre21:arm64	3.5.27.1-14ubuntu0.1	arm64
libdmapsharing-3.0-2:arm64	2.9.39-6	arm64
libdns-export1109	1:9.11.16+dfsg-3~ubuntu1	arm64
libdotconf0:arm64	1.3-0.3fakesync1	arm64
libdouble-conversion3:arm64	3.1.5-4ubuntu1	arm64
libdpkg-perl	1.19.7ubuntu3.2	all
libdrm-amdgpu1:arm64	2.4.105-3~20.04.2	arm64
libdrm-common	2.4.107-8ubuntu1~20.04.2	all
libdrm-dev:arm64	2.4.105-3~20.04.2	arm64
libdrm-etnaviv1:arm64	2.4.105-3~20.04.2	arm64
libdrm-freedreno1:arm64	2.4.105-3~20.04.2	arm64
libdrm-nouveau2:arm64	2.4.105-3~20.04.2	arm64
libdrm-radeon1:arm64	2.4.105-3~20.04.2	arm64
libdrm-tegra0:arm64	2.4.105-3~20.04.2	arm64
libdrm2:arm64	2.4.105-3~20.04.2	arm64
libdv4:arm64	1.0.0-12	arm64
libdvdnav4:arm64	6.0.1-1build1	arm64
libdvdread7:arm64	6.1.0+really6.0.2-1	arm64
libdw1:arm64	0.176-1.1ubuntu0.1	arm64
libebackend-1.2-10:arm64	3.36.5-0ubuntu1	arm64
libebook-1.2-20:arm64	3.36.5-0ubuntu1	arm64
libebook-contacts-1.2-3:arm64	3.36.5-0ubuntu1	arm64
libecal-2.0-1:arm64	3.36.5-0ubuntu1	arm64
libedata-book-1.2-26:arm64	3.36.5-0ubuntu1	arm64
libedata-cal-2.0-1:arm64	3.36.5-0ubuntu1	arm64
libedataserver-1.2-24:arm64	3.36.5-0ubuntu1	arm64
libedataserverui-1.2-2:arm64	3.36.5-0ubuntu1	arm64
libedit2:arm64	3.1-20191231-1	arm64
libefiboot1:arm64	37-2ubuntu2.2	arm64
libefivar1:arm64	37-2ubuntu2.2	arm64
libegl-dev:arm64	1.3.2-1~ubuntu0.20.04.2	arm64
libegl-mesa0:arm64	21.2.6-0ubuntu0.1~20.04.2	arm64
libegl1:arm64	1.3.2-1~ubuntu0.20.04.2	arm64
libegl1-mesa:arm64	21.2.6-0ubuntu0.1~20.04.2	arm64
libegl1-mesa-dev:arm64	21.2.6-0ubuntu0.1~20.04.2	arm64
libeigen3-dev	3.3.7-2	all
libelf1:arm64	0.176-1.1ubuntu0.1	arm64
libenchant-2-2:arm64	2.2.8-1ubuntu0.20.04.1	arm64
libencode-locale-perl	1.05-1	all
libepoxy-dev:arm64	1.5.4-1	arm64
libepoxy0:arm64	1.5.4-1	arm64
libepsilon-dev:arm64	0.9.2+dfsg-4	arm64
libepsilon1:arm64	0.9.2+dfsg-4	arm64
liberror-perl	0.17029-1	all
libespeak-ng1:arm64	1.50+dfsg-6	arm64
libestr0:arm64	0.1.10-2.1	arm64
libevdev2:arm64	1.9.0+dfsg-1ubuntu0.2	arm64
libevdocument3-4:arm64	3.36.10-0ubuntu1	arm64
libevent-2.1-7:arm64	2.1.11-stable-1	arm64
libevent-core-2.1-7:arm64	2.1.11-stable-1	arm64
libevent-dev	2.1.11-stable-1	arm64
libevent-extra-2.1-7:arm64	2.1.11-stable-1	arm64
libevent-openssl-2.1-7:arm64	2.1.11-stable-1	arm64
libevent-pthreads-2.1-7:arm64	2.1.11-stable-1	arm64
libevview3-3:arm64	3.36.10-0ubuntu1	arm64
libexempi8:arm64	2.5.1-1ubuntu0.1	arm64
libexif12:arm64	0.6.21-6ubuntu0.4	arm64
libexiv2-27:arm64	0.27.2-8ubuntu2.7	arm64
libexpat1:arm64	2.2.9-1ubuntu0.6	arm64
libexpat1-dev:arm64	2.2.9-1ubuntu0.6	arm64
libext2fs2:arm64	1.45.5-2ubuntu1.1	arm64
libextutils-depends-perl	0.8000-1	all
libextutils-pkgconfig-perl	1.16-1	all
libfaad2:arm64	2.9.1-1ubuntu0.1	arm64
libfakechroot:arm64	2.19-3.2	arm64
libfakeroot:arm64	1.24-1	arm64
libfastjson4:arm64	0.99.8-2	arm64
libfcl-dev	0.5.0-5build1	arm64
libfcl0.5	0.5.0-5build1	arm64
libfdisk1:arm64	2.34-0.1ubuntu9.6	arm64
libfdt1:arm64	1.5.1-1	arm64
libffi-dev:arm64	3.3-4	arm64
libffi7:arm64	3.3-4	arm64
libfftw3-double3:arm64	3.3.8-2ubuntu1	arm64
libfftw3-single3:arm64	3.3.8-2ubuntu1	arm64
libfido2-1:arm64	1.3.1-1ubuntu2	arm64
libfile-basedir-perl	0.08-1	all
libfile-desktopentry-perl	0.22-1	all
libfile-listing-perl	6.04-1	all
libfile-mimeinfo-perl	0.29-1	all
libfile-readbackwards-perl	1.05-2	all
libfile-stripnondeterminism-perl	1.7.0-1	all
libfl2:arm64	2.6.4-6.2	arm64
libflac8:arm64	1.3.3-1ubuntu0.2	arm64
libflann-dev:arm64	1.9.1+dfsg-9build1	arm64
libflann1.9:arm64	1.9.1+dfsg-9build1	arm64
libflite1:arm64	2.1-release-3	arm64
libfltk-cairo1.3:arm64	1.3.4-10build1	arm64
libfltk-forms1.3:arm64	1.3.4-10build1	arm64
libfltk-gl1.3:arm64	1.3.4-10build1	arm64
libfltk-images1.3:arm64	1.3.4-10build1	arm64
libfltk1.3:arm64	1.3.4-10build1	arm64
libfltk1.3-dev	1.3.4-10build1	arm64
libfluidsynth2:arm64	2.1.1-2	arm64
libfont-afm-perl	1.20-2	all
libfontconfig1:arm64	2.13.1-2ubuntu3	arm64
libfontconfig1-dev:arm64	2.13.1-2ubuntu3	arm64
libfontenc1:arm64	1:1.1.4-0ubuntu1	arm64
libfprint-2-2:arm64	1:1.90.2+tod1-0ubuntu1~20.04.10	arm64
libfreeimage-dev	3.18.0+ds2-1ubuntu3.1	arm64
libfreeimage3:arm64	3.18.0+ds2-1ubuntu3.1	arm64
libfreerdp-client2-2:arm64	2.6.1+dfsg1-0ubuntu0.20.04.2	arm64
libfreerdp2-2:arm64	2.6.1+dfsg1-0ubuntu0.20.04.2	arm64
libfreetype-dev:arm64	2.10.1-2ubuntu0.3	arm64
libfreetype6:arm64	2.10.1-2ubuntu0.3	arm64
libfreetype6-dev:arm64	2.10.1-2ubuntu0.3	arm64
libfreexl-dev:arm64	1.0.5-3	arm64
libfreexl1:arm64	1.0.5-3	arm64
libfribidi-dev:arm64	1.0.8-2ubuntu0.1	arm64
libfribidi0:arm64	1.0.8-2ubuntu0.1	arm64
libfuse2:arm64	2.9.9-3	arm64
libfwupd2:arm64	1.7.9-1~20.04.3	arm64
libfwupdplugin1:arm64	1.5.11-0ubuntu1~20.04.2	arm64
libfyba-dev:arm64	4.1.1-6build1	arm64
libfyba0:arm64	4.1.1-6build1	arm64
libgail-common:arm64	2.24.32-4ubuntu4	arm64
libgail18:arm64	2.24.32-4ubuntu4	arm64
libgazebo11:arm64	11.15.1-1~focal	arm64
libgazebo11-dev:arm64	11.15.1-1~focal	arm64
libgbm1:arm64	21.2.6-0ubuntu0.1~20.04.2	arm64
libgcab-1.0-0:arm64	1.4-1	arm64
libgcc-8-dev:arm64	8.4.0-3ubuntu2	arm64
libgcc-9-dev:arm64	9.4.0-1ubuntu1~20.04.2	arm64
libgcc-s1:arm64	10.5.0-1ubuntu1~20.04	arm64
libgcc1	1:10.5.0-1ubuntu1~20.04	arm64
libgck-1-0:arm64	3.36.0-2build1	arm64
libgcr-base-3-1:arm64	3.36.0-2build1	arm64
libgcr-ui-3-1:arm64	3.36.0-2build1	arm64
libgcrypt20:arm64	1.8.5-5ubuntu1.1	arm64
libgd3:arm64	2.2.5-5.2ubuntu2.1	arm64
libgdal-dev	3.0.4+dfsg-1build3	arm64
libgdal26	3.0.4+dfsg-1build3	arm64
libgdata-common	0.17.12-1	all
libgdata22:arm64	0.17.12-1	arm64
libgdbm-compat4:arm64	1.18.1-5	arm64
libgdbm6:arm64	1.18.1-5	arm64
