pose,approach,elfin_joint1,elfin_joint2,elfin_joint3,elfin_joint4,elfin_joint5,elfin_joint6,effort_elfin_joint1,effort_elfin_joint2,effort_elfin_joint3,effort_elfin_joint4,effort_elfin_joint5,effort_elfin_joint6,stddev_elfin_joint1,stddev_elfin_joint2,stddev_elfin_joint3,stddev_elfin_joint4,stddev_elfin_joint5,stddev_elfin_joint6,reported_speed_peak,position_span
拟合 A,first,3.512208487114402e-05,0.27732535854858176,-0.35987578474467347,-0.0012631017083169428,-0.002781491138256406,0.0007142360732208255,5.368137830097026,-23.52443041308654,14.154336187937304,2.6619018628399944,2.2645109091990334,1.5519810579622604,0.43761814213553113,0.4548359326417426,0.23113657875421606,0.29079341241300616,0.06605106534654848,0.05520739965712431,0.0007122189264545771,6.170095990876492e-06
拟合 A,second,-0.0005482723566354568,0.28028508240199024,-0.36022682760984664,0.0023675132939762243,-0.00267588757225871,-0.0004499305189962534,5.121235348297312,-39.81501633925079,20.236416510022412,-1.5309782390322515,4.5260186979070465,-0.5402455704363989,0.2889293803495152,0.43942633983039536,0.18014566952579006,0.13927952967024618,0.06126798858165849,0.05475232187733371,0.0003561094632272886,5.2208504538464595e-06
拟合 B,first,-0.0007736825749790798,0.3970231205658381,-0.5028308455474175,-0.0005255497915921317,0.34810548418666204,0.0002507313430446433,3.673669991294143,-32.27254375007886,17.014822853767352,2.8585633263337735,2.0753143182650446,1.4914444712223125,0.25681191706708717,0.616472092968051,0.22291454977276712,0.2699085950548876,0.05241746501509483,0.048269875128009385,0.0003561094632272886,5.220850453818704e-06
拟合 B,second,-0.002577130439697047,0.40012264455571617,-0.4983686083956772,-0.0014288399790872602,0.3503086356158969,-0.00296676013595169,-5.810172918480385,-51.70217614847898,24.28360364505207,-1.9993114063744053,4.224284118046578,-0.6994109564602301,0.4412810374825096,0.39725294819703766,0.10427688883494496,0.21239407664954435,0.05978809179496105,0.11095413439546602,0.0007122189264545771,4.746227685289593e-06
拟合 C,first,-0.0025834191913800533,0.39954314202091196,-0.4980581101805052,-0.002111122074416873,-0.34840945633876624,0.000646080243660065,-5.563270436680671,-36.17917817984532,20.65281951096523,3.197551912551656,6.048916904798421,1.7511353642085623,0.45179342992157234,0.5083477998720005,0.1356738458729712,0.30820727778660023,0.04101622741196799,0.05189512022263893,0.0003561094632272886,4.74622768528981e-06
拟合 C,second,-0.0010150282527760619,0.3995504274804091,-0.5018584621503938,-0.0008362259903019852,-0.35076098671101236,-0.002707188943843198,5.145129136858575,-55.797969737688774,26.720474786828284,-1.8733326693686092,8.328127298506104,-0.4025762047693121,0.31041496370358646,0.5368390410569521,0.20020234276843954,0.1988029798434672,0.08314262573911067,0.1120626973399984,0.0003561094632272886,9.01783260209843e-06
拟合 D,first,0.0017310678925172972,0.5195802118553897,-0.6170872948348732,0.3478716138174694,0.30153263853641865,-0.25151667760858964,6.75497314117365,-41.68769201773975,21.62795263557496,3.2927572176171047,3.4840939464978207,1.3896544924742025,0.5978547282491786,0.5575848418378655,0.1626331114752402,0.24665282446282427,0.10563626437170616,0.1012584553161177,0.0003561094632272886,6.644718759385437e-06
拟合 D,second,-0.0017811168634586777,0.5174196103573533,-0.6217595644272567,0.3490112186814152,0.3013354446416643,-0.25224834420298486,-5.348226339629306,-63.46588471680735,29.04531140294666,-2.0858616837066295,5.642389225698825,-0.9217999317686013,0.29021637727759175,0.42409137602450697,0.20592086807581222,0.12779357148309936,0.07137478418110126,0.09594791579600308,0.0003561094632272886,5.220850453818704e-06
拟合 E,first,-0.001961046355008014,0.522437713830026,-0.6213807917268324,-0.35112052532374244,-0.29821493045984754,0.25152822280743425,-5.535394350025864,-43.68581008617535,24.19753420259392,3.623090776101763,5.965935943862459,2.059192302997487,0.27301260245171766,0.5572372106315193,0.17974736966003405,0.2946442959267087,0.044068417757466,0.07444829320263371,0.0003561094632272886,8.068587064979926e-06
拟合 E,second,-0.0021751130891837916,0.5181215062385924,-0.6225060511175993,-0.348571029794743,-0.3010653012273866,0.24895098557761425,-5.623004908083829,-66.22163499753964,31.357646312339284,-1.778127364303161,8.192354640517555,-0.17038757312183678,0.3937443747950136,0.35348363805971694,0.1467728270490575,0.0797606361441248,0.07758087656299725,0.05881747971404843,0.0007122189264545771,4.746227685314963e-06
