source_path	owner	mode	bytes	reason
/home/catas/elfin_citrus_data/calibration/eye_in_hand_20260804-035119/calibration_result.yaml	root:root	0600	366	Permission denied; source left unchanged
/home/catas/elfin_citrus_data/calibration/eye_in_hand_20260804-051003/calibration_result.yaml	root:root	0600	448	Permission denied; source left unchanged
/home/catas/elfin_citrus_data/calibration/eye_in_hand_20260804-052727/calibration_result.yaml	root:root	0600	455	Permission denied; source left unchanged
