# source,软件服务
stamp,status,handoff_progress,model_alignment,model_scale_estimate,model_normalized_residual,model_excited_joints,model_direction_mismatches,model_validation_passed,settling,position_elfin_joint1,position_elfin_joint2,position_elfin_joint3,position_elfin_joint4,position_elfin_joint5,position_elfin_joint6,velocity_elfin_joint1,velocity_elfin_joint2,velocity_elfin_joint3,velocity_elfin_joint4,velocity_elfin_joint5,velocity_elfin_joint6,measured_effort_elfin_joint1,measured_effort_elfin_joint2,measured_effort_elfin_joint3,measured_effort_elfin_joint4,measured_effort_elfin_joint5,measured_effort_elfin_joint6,gravity_effort_elfin_joint1,gravity_effort_elfin_joint2,gravity_effort_elfin_joint3,gravity_effort_elfin_joint4,gravity_effort_elfin_joint5,gravity_effort_elfin_joint6,commanded_effort_elfin_joint1,commanded_effort_elfin_joint2,commanded_effort_elfin_joint3,commanded_effort_elfin_joint4,commanded_effort_elfin_joint5,commanded_effort_elfin_joint6,effective_scale_elfin_joint1,effective_scale_elfin_joint2,effective_scale_elfin_joint3,effective_scale_elfin_joint4,effective_scale_elfin_joint5,effective_scale_elfin_joint6
# event,1784884748.1344588,ACTIVE,零力拖拽 ACTIVE；末端灯环应由固件进入蓝色零力示教状态
1784884748.1396654,1,0.0011839999999999999,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.5972564825527276e-05,0.47864614573779329,-0.48874516900655274,0.034685431924097357,-0.070887283593644781,-0.002581947860797614,0.00035610946322728857,0.00035610946322728857,0,0,0,0,-2.6681397226743377,-36.079620727506715,12.790207650206623,2.7696088746312086,0.41095333034951381,-0.97996563391037905,-1.5261305294777209e-16,-35.440125497915574,15.246880583793939,0.70012729932315165,0.52740207120886007,0.00082211029987468045,-2.3472013323904819,-36.238394218614793,13.081275690306205,2.5750523822152354,0.54370354402382948,-1.0798423533089585,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.1596653,1,0.0020954074074074078,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.6447187594056238e-05,0.47864614573779329,-0.48874516900655274,0.034684957301328832,-0.070887283593644781,-0.002581947860797614,0,0,0,0,0,0,-2.5088477989325861,-36.398204574990217,13.251809129311825,2.3080073955260074,0.81558430177057351,-0.97996563391037905,-2.7302966659290258e-16,-35.440125917167173,15.246880987207978,0.70012729368502458,0.52740207948805395,0.00082211029454306239,-2.3446325984058425,-36.237238867608937,13.083251779181191,2.5733415359525784,0.54368866914622682,-1.0788562601776472,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.1796653,1,0.0032592592592592591,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.6447187594056238e-05,0.47864614573779329,-0.48874516900655274,0.034685906546865888,-0.070887283593644781,-0.002581947860797614,0,0,0,0.00035610946322728857,0,0,-2.1902639514490834,-36.557496498731972,12.982541599833791,2.5772749250040414,0.48049927856250846,-1.0115774285526493,-1.1101793724233774e-16,-35.440125078663975,15.246880180379895,0.70012730496112052,0.52740206292955283,0.00082211030520612147,-2.3418980634494724,-36.236309195456343,13.085775208029023,2.5710321759302905,0.54366967411250311,-1.0775970359188947,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.1996653,1,0.0046719999999999999,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.5972564825527276e-05,0.47864567111502476,-0.48874516900655274,0.034685431924097357,-0.070887283593644781,-0.002581947860797614,0.00035610946322728857,0,0,-0.00035610946322728857,0,0,-2.5088477989325861,-36.079620727506715,13.251809129311825,2.038739866047973,0.44256512499178408,-1.1822811196209089,2.3181941627558246e-16,-35.440102940041442,15.246875547373111,0.70012707032189025,0.52740192374283557,0.00082211006989182554,-2.339006081497816,-36.235180612277709,13.088838250743951,2.5686295285390957,0.54364661639619416,-1.0760685274511486,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.2196653,1,0.0063300740740740748,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.6447187594056238e-05,0.47864614573779329,-0.48874516900655274,0.034685431924097357,-0.070887758216413313,-0.0025814732380290851,-0.00035610946322728857,0,0,0,-0.00035610946322728857,0.00035610946322728857,-2.1902639514490834,-36.398204574990217,12.982541599833791,2.2118404207124236,0.61326881606004369,-0.97996563391037905,-3.792948392397048e-16,-35.440125767472693,15.246880843168489,0.70012730760773356,0.52740221855429348,0.00082211053573455701,-2.3342556811038282,-36.23385627110477,13.092433265712467,2.5653924415379512,0.54368365663146989,-1.0743386813902971,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.2398362,1,0.0082471952627020655,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.6447187594056238e-05,0.47864614573779329,-0.48874469438378421,0.034685431924097357,-0.070887283593644781,-0.002581947860797614,-0.00035610946322728857,0.00035610946322728857,0.00035610946322728857,0,0,0,-2.5088477989325861,-36.079620727506715,13.444143078938993,2.3080073955260074,0.64488061070231395,-1.1822811196209089,-8.7830962215722166e-17,-35.440120263771803,15.246875547373111,0.700127070321935,0.52740192374277017,0.00082211006989186804,-2.3297512977516348,-36.232752185810462,13.096304983463005,2.5617937201095158,0.54358826583414943,-1.0722003610721123,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.2598362,1,0.010387290038470477,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.5972564825527276e-05,0.47864567111502476,-0.48874469438378421,0.034685431924097357,-0.070887283593644781,-0.002581947860797614,0.00035610946322728857,0,0,0,0,-0.00035610946322728857,-2.1902639514490834,-35.920328803764967,12.790207650206623,2.5772749250040414,0.54372286784704904,-1.0495115821233738,3.1581337547882938e-16,-35.440097705894068,15.246870510948813,0.70012684132051639,0.52740177627662743,0.0008221098399088287,-2.3255776882095081,-36.230615128724011,13.101229901530111,2.5577764434136614,0.54355333593516264,-1.0698207954870771,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.2798362,1,0.012762021092461114,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.6447187594056238e-05,0.47864567111502476,-0.48874469438378421,0.034685431924097357,-0.070887283593644781,-0.002581947860797614,-0.00035610946322728857,-0.00035610946322728857,0,0,0,0,-2.349555875190835,-35.601744956281465,12.982541599833791,2.5003413451531746,0.37301917677878943,-1.1506693249786386,3.1581337547882938e-16,-35.440097705894068,15.246870510948813,0.70012684132051639,0.52740177627662743,0.0008221098399088287,-2.3191434621978608,-36.22829082671101,13.106378703010327,2.5533187215663995,0.54351457773217537,-1.0673155656446909,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.2998362,1,0.015367832869118405,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.5972564825527276e-05,0.47864614573779329,-0.48874469438378421,0.034685431924097357,-0.070887283593644781,-0.002581947860797614,0,0.00035610946322728857,0,0,0,0,-2.5088477989325861,-36.238912651248469,12.713274070355757,2.7696088746312086,0.51211107320477878,-0.97996563391037905,-8.7830962215722166e-17,-35.440120263771803,15.246875547373111,0.700127070321935,0.52740192374277017,0.00082211006989186804,-2.3134482931842468,-36.227064274696474,13.112028602316567,2.5484272305026625,0.54347205030578827,-1.0644962193504586,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.3198361,1,0.018201169812886817,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.5972564825527276e-05,0.47864614573779329,-0.48874469438378421,0.034685431924097357,-0.070887283593644781,-0.002581947860797614,0.00035610946322728857,0,0,0,0,0,-2.1902639514490834,-37.035372269957229,13.078708574647376,2.5003413451531746,0.51211107320477878,-1.1506693249786386,-8.7830962215722166e-17,-35.440120263771803,15.246875547373111,0.700127070321935,0.52740192374277017,0.00082211006989186804,-2.3072185410774932,-36.224373695358764,13.11817174990065,2.5431086381370762,0.5434258075719004,-1.061430703231464,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.3398361,1,0.021258476368210787,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.5972564825527276e-05,0.47864614573779329,-0.48874469438378421,0.034685906546865888,-0.070887283593644781,-0.0025814732380290851,0,0.00035610946322728857,0,0,0,0.00035610946322728857,-2.1902639514490834,-35.920328803764967,13.540310053752576,2.7696088746312086,0.61326881606004369,-1.1506693249786386,-2.4124720359795237e-16,-35.440119844098874,15.246875143553655,0.7001270759652336,0.5274019152337488,0.0008221100813660964,-2.2996078971423,-36.222358864590454,13.124800492414815,2.5373696218156123,0.5433759092616125,-1.0581869639051955,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.3604317,1,0.024637138268620691,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.6447187594056238e-05,0.47864567111502476,-0.48874421976101567,0.034684957301328832,-0.070887283593644781,-0.0025814732380290851,-0.00035610946322728857,-0.00035610946322728857,0.00035610946322728857,-0.00035610946322728857,0,0,-2.1902639514490834,-36.398204574990217,12.982541599833791,2.5772749250040414,0.58165702141777342,-1.0115774285526493,-2.7454598984237152e-16,-35.440092890574505,15.246865877530771,0.70012660668619531,0.52740163685976871,0.00082210961073717482,-2.2912422108680355,-36.218804686997167,13.131840878336053,2.5311520006470651,0.54332075942250135,-1.0544673362186792,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.3804317,1,0.02813812014453004,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.6447187594056238e-05,0.47864567111502476,-0.48874469438378421,0.034684957301328832,-0.070887283593644781,-0.0025814732380290851,0,0,0,-0.00035610946322728857,0,0,-1.8716801039655802,-36.557496498731972,12.982541599833791,2.7696088746312086,0.41095333034951381,-1.0495115821233738,9.2204682272402111e-17,-35.440098124725196,15.24687091395827,0.70012683568772505,0.52740178432609852,0.00082210984072035619,-2.283443789688429,-36.216435512127958,13.13971658704375,2.5245801448499132,0.54326362323804767,-1.0506794646736821,1,1.8307835762794629,1.7616246212198707,1,1,1
1784884748.4004316,1,0.031852299093506051,0.99820497340813041,0.99680733719427073,0.059890158317320849,2,0,1,0,-6.5972564825527276e-05,0.47864614573779329,-0.48874421976101567,0.034685431924097357,-0.070887283593644781,-0.0025814732380290851,0.00035610946322728857,0,0,0,0,0,-2.1902639514490834,-36.079620727506715,13.078708574647376,2.7696088746312086,0.41095333034951381,-1.1506693249786386,-1.8969591986801292e-16,-35.44011502920339,15.246870510543676,0.70012684132589276,0.52740177604684468,0.00082210984605183602,-2.275144450073225,-36.213469110475906,13.1477695171127,2.5174834427999233,0.54320300354949635,-1.0466609255232193,1,1.8307835762794629,1.7616246212198707,1,1,1
