# source,实体 FREE (DI bit 5)
stamp,status,handoff_progress,model_alignment,model_scale_estimate,model_normalized_residual,model_excited_joints,model_direction_mismatches,model_validation_passed,settling,position_elfin_joint1,position_elfin_joint2,position_elfin_joint3,position_elfin_joint4,position_elfin_joint5,position_elfin_joint6,velocity_elfin_joint1,velocity_elfin_joint2,velocity_elfin_joint3,velocity_elfin_joint4,velocity_elfin_joint5,velocity_elfin_joint6,measured_effort_elfin_joint1,measured_effort_elfin_joint2,measured_effort_elfin_joint3,measured_effort_elfin_joint4,measured_effort_elfin_joint5,measured_effort_elfin_joint6,gravity_effort_elfin_joint1,gravity_effort_elfin_joint2,gravity_effort_elfin_joint3,gravity_effort_elfin_joint4,gravity_effort_elfin_joint5,gravity_effort_elfin_joint6,commanded_effort_elfin_joint1,commanded_effort_elfin_joint2,commanded_effort_elfin_joint3,commanded_effort_elfin_joint4,commanded_effort_elfin_joint5,commanded_effort_elfin_joint6,effective_scale_elfin_joint1,effective_scale_elfin_joint2,effective_scale_elfin_joint3,effective_scale_elfin_joint4,effective_scale_elfin_joint5,effective_scale_elfin_joint6
# event,1785822430.0371249,ACTIVE,零力拖拽 ACTIVE；末端灯环应由固件进入蓝色零力示教状态
1785822429.9842217,1,0,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.91048024781557391,0.87250045925511699,-0.655995113294635,0.38900604193680022,-1.9806715318639159,0.43712899368348984,-0.00035610946322728857,0,0,0.00035610946322728857,0.00035610946322728857,-0.00035610946322728857,-0.11946894280631364,-44.920322495173927,12.790207650206623,1.846405916420806,-0.031611794642270291,0.069545948212994646,5.599619617817353e-15,-49.605494383521481,16.574706939827337,2.1769914496479807,-0.8894797531823635,-0.16211956473448338,-0.11946894280631364,-44.920322495173927,12.790207650206623,1.846405916420806,-0.031611794642270291,0.069545948212994646,1,1.8307835762794629,1.7616246212198707,1,1,1
1785822430.0042217,1,0.0046719999999999999,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.9104830955521851,0.87250188312342258,-0.65600365650446846,0.38900746580510581,-1.9806729557322214,0.43712946830625837,-0.00035610946322728857,0,-0.00071221892645457715,0,0,0,0,-44.44244672394867,12.713274070355757,1.6733053617563554,0.107480101783719,-0.10115774285526494,6.244110046724205e-15,-49.605502033940652,16.574676607122662,2.1769958546533745,-0.88952025660698619,-0.16212040673299649,-0.11888941733772887,-44.942211653979044,12.807917177930394,1.8479504326122285,-0.035619942976569445,0.068463603002686974,1,1.8307835762794629,1.7616246212198707,1,1,1
1785822430.0242217,1,0.018176000000000001,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.91048499404325922,0.8725037816144966,-0.65601599669645028,0.38900746580510581,-1.9806729557322214,0.43712946830625837,0,0,-0.00035610946322728857,0,-0.00035610946322728857,0,-0.11946894280631364,-45.358375285463744,13.078708574647376,1.846405916420806,-0.36669681785033542,0.13909189642598929,6.0248301573390117e-15,-49.605517962027037,16.574641796607796,2.1769971663061964,-0.88957213329669726,-0.16212089272158275,-0.11729747530186597,-45.00548060797945,12.859007769630139,1.8524147429787228,-0.047202876772484116,0.065335171712167767,1,1.8307835762794629,1.7616246212198707,1,1,1
1785822430.0442216,1,0.039744000000000008,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.91048641791156482,0.87250520548280219,-0.65602881151120052,0.38900746580510581,-1.9806724811094529,0.43712946830625837,-0.00035610946322728857,0,-0.00035610946322728857,0,0,0,-0.11946894280631364,-45.199083361721989,13.34797610412541,1.5771383869427718,0.037934153570724355,-0.13276953749753523,2.2963537538514545e-15,-49.605523209244886,16.574608918285652,2.1769986801882339,-0.88962240654001201,-0.16212136648347641,-0.11469940257562578,-45.106531112353963,12.940629138583684,1.8595449952239786,-0.065712568401534138,0.0603385624576981,1,1.8307835762794629,1.7616246212198707,1,1,1
1785822430.0642216,1,0.068608000000000002,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.91048689253433335,0.87250568010557072,-0.65603545622995996,0.38900746580510581,-1.9806720064866843,0.43712946830625837,0,0,-0.00035610946322728857,0,0,0,0,-45.358375285463744,13.444143078938993,1.846405916420806,-0.031611794642270291,-0.16438133213980552,3.4291281836643095e-15,-49.605520492890506,16.574593445639138,2.1769995382988463,-0.88964674146746936,-0.16212159725525591,-0.11127241757825783,-45.241764559401268,13.049861035238186,1.8690872836306145,-0.090479856274053555,0.053651701253508911,1,1.8307835762794629,1.7616246212198707,1,1,1
1785822430.0842216,1,0.10400000000000002,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.91048831640263894,0.87250568010557072,-0.65603640547549702,0.38900746580510581,-1.9806720064866843,0.43712899368348984,0,0,0,0.00035610946322728857,0,-0.00035610946322728857,0,-44.920322495173927,13.078708574647376,2.038739866047973,-0.23392728035280017,0.13909189642598929,2.4684708487335283e-15,-49.605518169334339,16.574591107979661,2.1769997999312278,-0.88965021208314665,-0.16212168720150083,-0.10704417275445675,-45.407582845286612,13.183783529815019,1.8807814483902834,-0.12084779005612145,0.045455719115056158,1,1.8307835762794629,1.7616246212198707,1,1,1
1785822430.1042216,1,0.14515200000000003,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.91048879102540747,0.87250568010557072,-0.65603640547549702,0.38900746580510581,-1.9806724811094529,0.43712946830625837,0,0,0,0,0,0,0,-45.676959132947246,13.540310053752576,1.7502389416072222,-0.3350850232080651,0.037934153570724355,2.4540645123666271e-15,-49.605516231531169,16.574589188887401,2.1769994230036924,-0.88965180315357539,-0.16212164184279115,-0.10212778682009124,-45.600387736393657,13.339518199309216,1.8943922250883252,-0.15615801795770329,0.035918934181217221,1,1.8307835762794629,1.7616246212198707,1,1,1
1785822430.1242216,1,0.19129600000000002,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.910489265648176,0.87250520548280219,-0.65603593085272849,0.38900746580510581,-1.9806724811094529,0.43712946830625837,-0.00035610946322728857,-0.00035610946322728857,0,0,0,0,-0.11946894280631364,-45.836251056688994,13.617243633603444,2.038739866047973,-0.10115774285526494,0.13909189642598929,3.6239186564784864e-15,-49.605505907013367,16.574591510049743,2.1769993356150596,-0.88964834473230159,-0.16212160944739867,-0.096593645355442723,-45.816557974557369,13.514145145059173,1.90964711513899,-0.19575075452829294,0.025228871102792039,1,1.8307835762794629,1.7616246212198707,1,1,1
1785822430.1442218,1,0.24166399999999999,0.99898367438921298,0.89202953594918255,0.045073476722202611,3,0,1,0,-0.910489265648176,0.87250568010557072,-0.65603593085272849,0.38900746580510581,-1.9806724811094529,0.43712946830625837,0,0,0,0,0,0,0,-46.154834904172503,13.617243633603444,2.038739866047973,-0.26553907499507046,-0.10115774285526494,2.8825005533514303e-15,-49.605517385048657,16.574590349470462,2.1769993793129849,-0.88965007394255946,-0.16212162564552504,-0.090597600211967957,-46.052565433040613,13.704756710841519,1.9262984550371816,-0.23896875737109538,0.013560235644049345,1,1.8307835762794629,1.7616246212198707,1,1,1
