pose,approach,elfin_joint1,elfin_joint2,elfin_joint3,elfin_joint4,elfin_joint5,elfin_joint6,effort_elfin_joint1,effort_elfin_joint2,effort_elfin_joint3,effort_elfin_joint4,effort_elfin_joint5,effort_elfin_joint6,stddev_elfin_joint1,stddev_elfin_joint2,stddev_elfin_joint3,stddev_elfin_joint4,stddev_elfin_joint5,stddev_elfin_joint6,reported_speed_peak,position_span
拟合 A,first,0.0014329098693273972,0.27847399311069887,-0.35706906740626987,0.0027302200136860664,-0.000736234838542143,-0.002822225637365407,6.9291986827661916,-15.097887647147882,8.769947268124758,3.1610084621224956,0.39419907918911046,1.2284343397986242,0.46967487760393245,0.5369599604194811,0.1611184320075376,0.18249187997556615,0.09699774112169454,0.09715883926208199,0.0003561094632272886,6.170095990876926e-06
拟合 A,second,0.002780909725364959,0.27822715367435624,-0.361053620472624,-0.0023684862706517085,-0.0021338683705986244,-0.00042151248073058086,6.351765459202342,-30.832942989262772,14.557275812406221,-2.6561318443511803,2.4189345260265225,-0.9775947493122089,0.43212980711389865,0.48099748647119733,0.1738036832778492,0.20772066559734065,0.05440168515764752,0.06715832587359936,0.0003561094632272886,6.170095990909452e-06
拟合 B,first,-0.0014309164536995746,0.39800681185032183,-0.4972690142311184,0.0006327552094336138,0.3477929806902934,0.0028832146631213797,-5.471677580529165,-23.030625449487115,12.324278657234814,3.42065929411917,0.47797033499112673,1.4547747894372791,0.24039362699058814,0.49829574057435483,0.2168128115368743,0.1622089160655182,0.072249377338869,0.0930461372330507,0.0003561094632272886,5.695473222347707e-06
拟合 B,second,0.0016110713910639594,0.398073235306778,-0.5024167965097222,0.00038102715857505964,0.34976335338270303,-0.0007822020536741746,6.267141624714538,-40.50694063300402,16.913847530213086,-1.8805451924796277,2.938316311999023,-1.1065708714526714,0.4273960961023336,0.6315356972050381,0.21072639785820488,0.1259374371648469,0.06585200437201394,0.05003234400291659,0.0007122189264545771,7.593964296392919e-06
拟合 C,first,-0.002870542235201657,0.3995807440097484,-0.4991871784189895,0.0021371432677014753,-0.3477780775353613,0.001234624342205204,-5.9415887555673335,-24.86546929608742,12.82771277038392,3.3297815029203344,1.3553556952873393,1.2924482239492208,0.4172110621852291,0.35359578032898326,0.15964586774092998,0.13347390636719866,0.045055125490569684,0.07479229695601186,0.0003561094632272886,6.170095990876926e-06
拟合 C,second,0.00012264252338788662,0.40173168693444533,-0.5025792242866821,-0.001667159936734872,-0.3511275141440092,0.0027818708364712296,0.02588493760803463,-41.12718356107349,17.639427355181574,-2.4844737943089337,3.4031677522136077,-0.7063655512815299,0.42524436483790756,0.5026024646312801,0.21374989598579086,0.1852749802069865,0.06433582710257932,0.09561183130168228,0.0003561094632272886,5.695473222377956e-06
拟合 D,first,-0.0015684621320192708,0.5226171212365298,-0.61918741752663,0.3503671328721179,0.30269001802304574,-0.2520866046290396,-5.37212012819057,-29.574536791702933,13.387404563798977,3.3139139520760934,0.1631168603541147,1.21989915524521,0.24285489135619281,0.46120359172402214,0.26905965988598496,0.12458727581894681,0.10179979560225925,0.08586487346319417,0.0003561094632272886,4.271604916727956e-06
拟合 D,second,-0.0021875363401500383,0.5199742436778225,-0.6176653023079572,0.35255668635903437,0.3026008364048395,-0.24754375280006422,-5.499553667183969,-49.081824002927185,19.87002033598264,-0.9458021972915949,2.3381663907155223,-0.8716952372606033,0.34439396500751274,0.4239791775898014,0.1811312054840907,0.23956533008852013,0.08132145692049199,0.07196371414902412,0.0003561094632272886,4.271604916783467e-06
拟合 E,first,0.0013413195405705181,0.5193218390857716,-0.6227117170287719,-0.34756594488896736,-0.2970650025506863,0.25016871334925983,-4.173448402033889,-31.217234755289745,15.219866268871812,3.289391373498629,1.2216378039505358,1.483067345642111,0.32096433274672875,0.4037468982295152,0.16053765220116625,0.15425659390795937,0.06417252708287542,0.054696398459140455,0.0003561094632272886,5.220850453790948e-06
拟合 E,second,0.0005416157723068373,0.5175913170094381,-0.6179758479854057,-0.352366813520484,-0.2984445529552619,0.24893462295766938,5.399996214845376,-49.81456685213924,20.44702218486415,-1.4828947516254591,3.597106112343936,-0.8816529525729184,0.435584049453489,0.4037468982295159,0.17731270884369785,0.11328126757482687,0.05230677483946828,0.05898713445424011,0.0003561094632272886,5.2208504538464595e-06
