pose,approach,elfin_joint1,elfin_joint2,elfin_joint3,elfin_joint4,elfin_joint5,elfin_joint6,effort_elfin_joint1,effort_elfin_joint2,effort_elfin_joint3,effort_elfin_joint4,effort_elfin_joint5,effort_elfin_joint6,stddev_elfin_joint1,stddev_elfin_joint2,stddev_elfin_joint3,stddev_elfin_joint4,stddev_elfin_joint5,stddev_elfin_joint6,reported_speed_peak,position_span
拟合 A,first,-0.0009403226290096011,0.27809428303030664,-0.3580726335191858,-0.0007722112443966395,0.0017045127486181011,-0.00188199793290951,4.659288769446231,-20.377419344663565,11.295292026729463,2.0094089387298304,2.0620373645152914,1.0496696410965853,0.37187074028880845,0.6449724877964598,0.2590441823219869,0.19848581714736363,0.058742676402936025,0.08000329450963851,0.0003561094632272886,4.271604916760699e-06
拟合 A,second,-0.0021478697422702285,0.27909280627630695,-0.3608410843968768,0.0010395662499090097,-0.0023444703585641423,-0.0023503912776015393,-4.486058802377077,-34.54942268506252,17.7379985043655,-1.7031171239485658,3.8626451873390066,-1.0659497153373538,0.4498895411657634,0.5723912843056065,0.22605376565326826,0.07976063614412482,0.08107608800655276,0.08502103682306791,0.0003561094632272886,5.695473222322445e-06
拟合 B,first,-0.00294890245428579,0.39886586719579065,-0.5020107804623838,-0.001589120088019496,0.3487388920024023,0.0009303911475781332,-4.7787577122525455,-29.79555433589463,14.380328578749229,1.9656529651896506,1.7519256590746193,1.228592398771835,0.46713561835551853,0.37623761015181606,0.38836190698110434,0.21495846601290408,0.04347742400661968,0.04612262670928636,0.0003561094632272886,6.170095990876926e-06
拟合 B,second,-0.0016891349709177623,0.39829475361841943,-0.502787702337758,0.0024693436089641154,0.3514701561861793,8.402009559884148e-05,4.6234480866043395,-46.222533971762736,20.642721978609806,-1.3314317662940653,3.330302565563174,-0.7961430480655779,0.3614689664328547,0.3932405945856432,0.35257985599574043,0.14241075692187882,0.10952243740678251,0.04938704313321217,0.0007122189264545771,6.6447187594409485e-06
拟合 C,first,0.001801312062259585,0.40251353302104265,-0.5002021829406272,-0.0010050967713445937,-0.3514042429491997,0.002159640386929746,5.232739694916537,-31.320774505721893,15.960351974936406,2.3132965791407543,3.988934306934877,1.4018250334114768,0.6136358267124926,0.5656405521931502,0.33335106586103613,0.18716709786581823,0.09513404026815692,0.053888375148901206,0.0003561094632272886,6.170095990876492e-06
拟合 C,second,0.0023130977935643766,0.4026673226636154,-0.49801305661420264,0.002856267955438147,-0.34951730893949745,0.0005613007516315769,5.200881310168187,-46.660586762052574,23.474358551995774,-1.0116765750388999,6.128420568323731,-0.7812855045837106,0.5719001571383728,0.5073485280908275,0.2501450717985316,0.14659077412064167,0.0828734111377119,0.05104864403729158,0.0003561094632272886,5.220850453818704e-06
拟合 D,first,-0.0014856760556186048,0.5173644710572198,-0.6223450116122372,0.35243863581093177,0.29785185590749214,-0.24986211890635937,-5.08937696354896,-36.3852621061862,19.350718671989302,4.1938417716203835,2.3519175213849097,1.061682123060648,0.43761814213553124,0.4468688122706004,0.2501746467657433,0.1832706395961889,0.0639933917443807,0.06840703981385338,0.0007122189264545771,1.139094644464489e-05
拟合 D,second,-2.195130304446499e-06,0.5197291603457231,-0.6213055758835897,0.34868181861448677,0.3019930107563226,-0.24939781918304577,4.474111908096447,-55.73524854271547,25.444819865926096,-1.7954374197696061,4.192040087511462,-0.858892460430484,0.4651411114742308,0.5423743442915533,0.31577199006291007,0.10155068618011645,0.10664893791835268,0.04937009411200177,0.0010683283896818657,2.562962950056455e-05
拟合 E,first,0.0010084072651550834,0.5188972890193222,-0.6175347335843346,-0.3496480200499503,-0.3022730619208932,0.2524767564103395,-3.1928074964987316,-39.126078769067725,19.654125477526158,2.457066206487062,3.7915186493938995,1.6532968597907363,0.24433394739743466,0.4009088491199881,0.22393435642957568,0.2311110701096375,0.05115253346244425,0.05823781479721065,0.0003561094632272886,6.170095990853941e-06
拟合 E,second,-1.186556921322433e-05,0.519055457056935,-0.6206653334999827,-0.3514179714127794,-0.30285432055994127,0.25249029502481163,-5.117253050203766,-57.76721614494617,26.7786558065905,-1.8992977525682764,6.400123943274042,-0.5701187163733448,0.3502385327868589,0.3861802648858979,0.27146354600158706,0.17185390882245707,0.0734346820426803,0.08522164026818381,0.0010683283896818657,6.644718759329926e-06
