trial_id,recorded_at,record_status,invalidated_at,invalidation_reason,layout_index,repeat_index,order_in_block,indices_match_recommendation,method_id,method_label,robot_proximity_weight,blind_to_operator,score,score_meaning,note,outcome,no_feasible_plan,dry_run,tool_pulse_bypassed,plan_id,target_index,target_label,target_center_x,target_center_y,target_center_z,target_radius_m,selected_outward_x,selected_outward_y,selected_outward_z,selected_insertion_x,selected_insertion_y,selected_insertion_z,entry_pose_x,entry_pose_y,entry_pose_z,entry_pose_qx,entry_pose_qy,entry_pose_qz,entry_pose_qw,leg_entry_s,leg_insert_s,leg_retreat_s,leg_return_s,retimed_entry_eta_s,measured_execution_wall_clock_s,total_execution_cycle_s,execution_attempt_count,execution_replayed,joint_delta_l2_rad,joint_delta_inf_rad,joint_delta_weighted,light_transmission,local_light,utility,patch_utility,unknown_fraction,observed_fraction,soft_clearance_m,entry_distance_m,distance_score_exp_neg_d,reconstruction_view_count,reconstruction_complete,occupied_voxel_count,semantic_voxel_count,target_voxel_count,scene_id,group_number,moveit_message,result_json_path,batch_archive_path
L06R1O2-20260814-033922-406756,2026-08-14T03:40:00.512,active,,,6,1,2,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786678711251-0005,-1.0,reconstructed_citrus_1,-0.364502,0.259604,0.754962,0.06103,0.410138,-0.887062,-0.211914,-0.410138,0.887062,0.211914,-0.195923,-0.105005,0.667859,-0.357555,-0.515943,-0.394661,0.67097,4.650087,2.801419,2.647352,4.39976,0.90457,14.498809,15.322949,2,true,1.710637,1.212168,0.565374,0.571429,0.504202,0.338887,0.517088,0.30303,0.69697,0.010325,0.32275,0.724155,10.0,true,62295.0,63935.0,795.0,probe_L06R1,59,已复用 approach-1786678711251-0005 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-033958-968632_approach-1786678711251-0005_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-033741_g0059.zip
L06R1O3-20260814-034005-031119,2026-08-14T03:40:25.077,active,,,6,1,3,true,M3,straight_line,,true,1,contaminated_hit,,executed,false,false,true,approach-1786678724784-0006,-1.0,reconstructed_citrus_1,-0.364502,0.259604,0.754962,0.06103,0.163438,-0.977966,-0.129883,-0.163438,0.977966,0.129883,-0.297324,-0.14237,0.701577,-0.446456,-0.485526,-0.461846,0.592992,3.7489,2.001203,2.251597,3.700686,0.670866,11.702568,12.881967,1,false,1.216694,0.817471,0.424614,0.285714,0.252101,0.251314,,0.090909,0.909091,-0.003629,0.279416,0.756225,10.0,true,62295.0,63935.0,795.0,probe_L06R1,59,已复用 approach-1786678724784-0006 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-034023-975932_approach-1786678724784-0006_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-033741_g0059.zip
L06R2O1-20260814-034153-148022,2026-08-14T03:47:32.134,active,,,6,2,1,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786678998195-0007,-1.0,reconstructed_citrus_1,-0.362277,0.259889,0.753842,0.057373,0.48793,-0.860669,-0.145508,-0.48793,0.860669,0.145508,-0.163508,-0.090724,0.694566,-0.350223,-0.551897,-0.355903,0.667897,4.448288,2.901356,2.947488,4.10104,0.873819,14.398426,15.227169,1,false,1.670613,1.168191,0.517814,0.571429,0.571429,0.380262,0.523175,0.242424,0.757576,0.00884,0.3461,0.707442,10.0,true,61839.0,63607.0,805.0,probe_L06R2,61,已复用 approach-1786678998195-0007 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-034730-071178_approach-1786678998195-0007_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-034258_g0061.zip
L06R2O2-20260814-034744-670478,2026-08-14T03:48:30.095,active,,,6,2,2,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786679032945-0008,-1.0,reconstructed_citrus_1,-0.362277,0.259889,0.753842,0.057373,0.751719,-0.639495,-0.161133,-0.751719,0.639495,0.161133,-0.056047,-0.000623,0.688201,-0.242892,-0.600364,-0.240018,0.723158,13.566674,6.58159,6.004577,14.601406,3.094246,40.75464,41.587407,1,false,7.057605,4.615553,2.325786,0.714286,0.705882,0.460626,0.523175,0.212121,0.787879,0.01144,0.470568,0.624647,10.0,true,61839.0,63607.0,805.0,probe_L06R2,61,已复用 approach-1786679032945-0008 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-034828-128204_approach-1786679032945-0008_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-034258_g0061.zip
L06R2O3-20260814-034859-447020,2026-08-14T03:49:38.083,active,,,6,2,3,true,M3,straight_line,,true,1,contaminated_hit,,executed,false,false,true,approach-1786679047554-0009,-1.0,reconstructed_citrus_1,-0.362277,0.259889,0.753842,0.057373,0.163438,-0.977966,-0.129883,-0.163438,0.977966,0.129883,-0.295697,-0.138507,0.700932,-0.44646,-0.485522,-0.461841,0.592996,3.749582,2.399827,2.350148,3.798926,0.678614,12.298614,13.105495,2,true,1.232373,0.82947,0.430568,0.285714,0.310924,0.260804,,0.121212,0.878788,-0.002881,0.283007,0.753514,10.0,true,61839.0,63607.0,805.0,probe_L06R2,61,已复用 approach-1786679047554-0009 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-034936-767546_approach-1786679047554-0009_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-034258_g0061.zip
L07R1O1-20260814-040428-988465,2026-08-14T04:09:35.684,active,,,7,1,1,true,M2,task_conditioned,0.6,true,1,contaminated_hit,,executed,false,false,true,approach-1786680349891-0010,-1.0,reconstructed_citrus_1,-0.301269,0.206308,0.469615,0.027556,0.125215,-0.785204,0.606445,-0.125215,0.785204,-0.606445,-0.253994,-0.09015,0.698582,-0.585213,-0.678785,-0.286164,0.33895,3.348477,2.700619,2.124716,2.701338,0.572811,10.875315,12.216061,3,true,1.008038,0.638023,0.319202,0.571429,0.547619,0.170461,0.455239,0.571429,0.428571,0.003917,0.330306,0.718704,10.0,true,63923.0,65740.0,52.0,probe_L07R1,62,已复用 approach-1786680349891-0010 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-040924-468740_approach-1786680349891-0010_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-040532_g0062.zip
L07R1O2-20260814-040938-747504,2026-08-14T04:10:30.054,active,,,7,1,2,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786680366217-0011,-1.0,reconstructed_citrus_1,-0.301269,0.206308,0.469615,0.027556,0.642978,-0.220694,0.733398,-0.642978,0.220694,-0.733398,-0.058509,0.122984,0.746514,-0.390262,-0.845219,0.03715,0.363209,4.250148,3.499488,3.147993,3.902167,0.801206,14.799987,15.943133,1,false,1.409111,1.00451,0.442428,1.0,0.984962,0.367832,0.455239,0.371429,0.628571,0.018498,0.5869,0.556048,10.0,true,63923.0,65740.0,52.0,probe_L07R1,62,已复用 approach-1786680366217-0011 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-040955-968807_approach-1786680366217-0011_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-040532_g0062.zip
L07R1O3-20260814-041032-012108,2026-08-14T04:10:48.368,active,,,7,1,3,true,M3,straight_line,,true,1,contaminated_hit,,executed,false,false,true,approach-1786680380378-0012,-1.0,reconstructed_citrus_1,-0.301269,0.206308,0.469615,0.027556,0.040842,-0.929635,0.366211,-0.040842,0.929635,-0.366211,-0.285849,-0.144681,0.60788,-0.573999,-0.594668,-0.387482,0.408353,3.495676,2.049194,2.345669,3.701281,0.685192,11.592025,12.456063,1,false,1.117878,0.859903,0.371366,0.428571,0.444444,0.043219,,0.971429,0.028571,0.001175,0.281795,0.754429,10.0,true,63923.0,65740.0,52.0,probe_L07R1,62,已复用 approach-1786680380378-0012 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-041045-996789_approach-1786680380378-0012_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-040532_g0062.zip
L07R2O1-20260814-041101-855994,2026-08-14T04:15:23.304,active,,,7,2,1,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786680759938-0013,-1.0,reconstructed_citrus_1,-0.302286,0.208429,0.466714,0.025,0.642978,-0.220694,0.733398,-0.642978,0.220694,-0.733398,-0.061169,0.125668,0.741739,-0.390263,-0.845218,0.03715,0.363209,12.550784,3.196302,3.251566,11.579017,2.904927,30.577925,31.478652,1,false,5.777991,4.311373,1.820276,1.0,1.0,0.380711,0.465253,0.361111,0.638889,0.017109,0.587834,0.555529,10.0,true,63559.0,65485.0,42.0,probe_L07R2,63,已复用 approach-1786680759938-0013 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-041519-863076_approach-1786680759938-0013_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-041209_g0063.zip
L07R2O2-20260814-041527-128781,2026-08-14T04:15:49.478,active,,,7,2,2,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786680776670-0014,-1.0,reconstructed_citrus_1,-0.302286,0.208429,0.466714,0.025,0.176419,-0.718434,0.672852,-0.176419,0.718434,-0.672852,-0.236129,-0.060984,0.719034,-0.577768,-0.70895,-0.243539,0.322898,4.148727,2.73918,2.348957,3.500159,0.614242,12.737171,13.673601,1,false,1.069876,0.677475,0.368718,0.714286,0.714286,0.249242,0.465253,0.333333,0.666667,0.006232,0.362762,0.695752,10.0,true,63559.0,65485.0,42.0,probe_L07R2,63,已复用 approach-1786680776670-0014 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-041545-869113_approach-1786680776670-0014_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-041209_g0063.zip
L07R2O3-20260814-041552-648169,2026-08-14T04:16:09.262,active,,,7,2,3,true,M3,straight_line,,true,1,contaminated_hit,,executed,false,false,true,approach-1786680791120-0015,-1.0,reconstructed_citrus_1,-0.302286,0.208429,0.466714,0.025,0.040842,-0.929635,0.366211,-0.040842,0.929635,-0.366211,-0.28697,-0.140185,0.604043,-0.574,-0.594667,-0.387481,0.408354,3.590175,2.360565,2.446003,3.97535,0.696099,12.372292,13.61726,1,false,1.139606,0.876896,0.377859,0.285714,0.34127,0.035305,,1.0,0.0,-0.002605,0.287107,0.750432,10.0,true,63559.0,65485.0,42.0,probe_L07R2,63,已复用 approach-1786680791120-0015 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-041607-774845_approach-1786680791120-0015_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-041209_g0063.zip
L08R1O1-20260814-041911-386403,2026-08-14T04:28:44.090,superseded,2026-08-14T04:43:51.374,操作者要求覆盖共享地图区块并从 0/3 重采,8,1,1,true,M3,straight_line,,true,2,clean_hit,,executed,false,false,true,approach-1786681238617-0016,-1.0,reconstructed_citrus_1,-0.389738,0.34417,0.647279,0.041599,0.195699,-0.979679,0.043945,-0.195699,0.979679,-0.043945,-0.313103,-0.039471,0.664488,-0.477124,-0.542518,-0.419677,0.549453,4.449039,2.30132,2.348357,4.400217,0.78487,13.499093,14.7158,1,false,1.453654,0.984987,0.543731,0.714286,0.512605,0.357486,,0.147059,0.852941,0.011035,0.381792,0.682637,10.0,true,63679.0,65425.0,745.0,probe_L08R1,64,已复用 approach-1786681238617-0016 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-042839-068408_approach-1786681238617-0016_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-042018_g0064.zip
L08R1O1-20260814-044352-431792,2026-08-14T04:56:37.453,active,,,8,1,1,true,M3,straight_line,,true,2,clean_hit,,executed,false,false,true,approach-1786682702737-0001,-1.0,reconstructed_citrus_1,-0.391869,0.344408,0.646386,0.043333,0.195699,-0.979679,0.043945,-0.195699,0.979679,-0.043945,-0.314894,-0.040932,0.663671,-0.477124,-0.542518,-0.419678,0.549452,4.0384,2.201057,2.145321,3.89832,0.783693,12.283279,13.295097,1,false,1.449242,0.982316,0.542345,0.714286,0.596639,0.386479,,0.235294,0.764706,0.009604,0.380552,0.683484,10.0,true,62744.0,64490.0,801.0,probe_L08R1,65,已复用 approach-1786682702737-0001 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-045636-181850_approach-1786682702737-0001_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-044447_g0065.zip
L08R1O2-20260814-045638-923341,2026-08-14T04:57:04.818,active,,,8,1,2,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786682721463-0002,-1.0,reconstructed_citrus_1,-0.391869,0.344408,0.646386,0.043333,0.864413,-0.481267,0.145508,-0.864413,0.481267,-0.145508,-0.051867,0.15511,0.703619,-0.253192,-0.713195,-0.108576,0.64456,7.264261,3.78038,3.641763,6.900262,1.638448,21.586984,22.465521,1,false,3.555158,2.37097,1.155501,0.857143,0.840336,0.548382,0.583762,0.147059,0.852941,0.008103,0.615255,0.540503,10.0,true,62744.0,64490.0,801.0,probe_L08R1,65,已复用 approach-1786682721463-0002 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-045702-284971_approach-1786682721463-0002_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-044447_g0065.zip
L08R1O3-20260814-045718-876911,2026-08-14T04:57:44.428,active,,,8,1,3,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786682736709-0003,-1.0,reconstructed_citrus_1,-0.391869,0.344408,0.646386,0.043333,0.400912,-0.913489,0.069336,-0.400912,0.913489,-0.069336,-0.234177,-0.014897,0.673658,-0.425852,-0.594406,-0.348117,0.58664,4.741523,2.500478,2.915936,4.225043,0.871422,14.383115,15.187259,1,false,1.63408,1.144255,0.588084,1.0,0.823529,0.491107,0.583762,0.205882,0.794118,0.025714,0.405659,0.666537,10.0,true,62744.0,64490.0,801.0,probe_L08R1,65,已复用 approach-1786682736709-0003 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-045737-384357_approach-1786682736709-0003_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-044447_g0065.zip
L08R2O1-20260814-045747-896862,2026-08-14T05:00:25.761,active,,,8,2,1,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786683550487-0004,-1.0,reconstructed_citrus_1,-0.390273,0.344897,0.650152,0.042639,0.864413,-0.481267,0.145508,-0.864413,0.481267,-0.145508,-0.050871,0.155933,0.707284,-0.25319,-0.713196,-0.108578,0.644559,7.66475,3.37986,3.243966,7.024542,1.634566,21.313363,22.14969,1,false,3.542286,2.364705,1.151209,1.0,0.87395,0.592748,0.606413,0.235294,0.764706,0.020713,0.616584,0.539785,10.0,true,62116.0,63866.0,757.0,probe_L08R2,66,已复用 approach-1786683550487-0004 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-050015-239503_approach-1786683550487-0004_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-045848_g0066.zip
L08R2O2-20260814-050034-091961,2026-08-14T05:00:58.231,active,,,8,2,2,true,M3,straight_line,,true,2,clean_hit,,executed,false,false,true,approach-1786683565506-0005,-1.0,reconstructed_citrus_1,-0.390273,0.344897,0.650152,0.042639,0.195699,-0.979679,0.043945,-0.195699,0.979679,-0.043945,-0.313434,-0.039764,0.667407,-0.477124,-0.542517,-0.419677,0.549453,3.63818,2.201293,2.173567,3.67038,0.779636,11.68371,12.400324,1,false,1.445076,0.97565,0.540501,0.714286,0.588235,0.400302,,0.205882,0.794118,0.014182,0.381492,0.682842,10.0,true,62116.0,63866.0,757.0,probe_L08R2,66,已复用 approach-1786683565506-0005 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-050050-896298_approach-1786683565506-0005_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-045848_g0066.zip
L08R2O3-20260814-050100-571837,2026-08-14T05:01:24.215,active,,,8,2,3,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786683580435-0006,-1.0,reconstructed_citrus_1,-0.390273,0.344897,0.650152,0.042639,0.400912,-0.913489,0.069336,-0.400912,0.913489,-0.069336,-0.23286,-0.013775,0.677376,-0.425852,-0.594406,-0.348117,0.58664,4.04388,2.599558,2.729391,3.912982,0.865362,13.28603,14.29762,1,false,1.628298,1.135705,0.58527,1.0,0.798319,0.524868,0.606413,0.117647,0.882353,0.020976,0.406939,0.665684,10.0,true,62116.0,63866.0,757.0,probe_L08R2,66,已复用 approach-1786683580435-0006 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-050117-485586_approach-1786683580435-0006_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-045848_g0066.zip
L09R1O1-20260814-051500-066372,2026-08-14T05:22:54.863,superseded,2026-08-14T05:23:56.896,操作者要求覆盖共享地图区块并从 0/3 重采,9,1,1,true,M3,straight_line,,true,0,miss,,executed,false,false,true,approach-1786684576598-0002,-1.0,reconstructed_citrus_1,-0.410973,0.332639,0.6342,0.038269,0.195699,-0.979679,0.043945,-0.195699,0.979679,-0.043945,-0.334989,-0.04774,0.651263,-0.477127,-0.542515,-0.419675,0.549455,3.945888,1.900434,1.94226,3.511412,0.787994,11.300236,12.159068,1,false,1.435903,0.971249,0.541604,0.0,0.05042,0.128062,,0.323529,0.676471,-0.009289,0.377133,0.685825,10.0,true,66015.0,67810.0,665.0,probe_L09R1,68,已复用 approach-1786684576598-0002 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-052248-895373_approach-1786684576598-0002_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-051600_g0068.zip
L09R1O2-20260814-052256-286332,2026-08-14T05:23:13.183,superseded,2026-08-14T05:23:56.896,操作者要求覆盖共享地图区块并从 0/3 重采,9,1,2,true,M2,task_conditioned,0.6,true,0,miss,,executed,false,false,true,approach-1786684591826-0003,-1.0,reconstructed_citrus_1,-0.410973,0.332639,0.6342,0.038269,0.535797,-0.819791,0.202148,-0.535797,0.819791,-0.202148,-0.202939,0.014339,0.712688,-0.408083,-0.659199,-0.26765,0.572092,3.741216,2.690642,2.843397,3.625439,0.812092,12.900868,13.607767,1,false,1.575441,1.043239,0.554189,0.714286,0.470588,0.361305,0.537755,0.117647,0.882353,0.014336,0.44049,0.643721,10.0,true,66015.0,67810.0,665.0,probe_L09R1,68,已复用 approach-1786684591826-0003 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-052310-908721_approach-1786684591826-0003_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-051600_g0068.zip
L09R1O1-20260814-061302-858752,2026-08-14T06:15:46.314,active,,,9,1,1,true,M3,straight_line,,true,1,contaminated_hit,,executed,false,false,true,approach-1786688067414-0013,-1.0,reconstructed_citrus_1,-0.386351,0.223227,0.607602,0.046296,0.195699,-0.979679,0.043945,-0.195699,0.979679,-0.043945,-0.308796,-0.165015,0.625017,-0.47713,-0.542512,-0.419672,0.549457,5.24505,2.499738,2.445434,4.799906,0.714149,14.990276,15.863102,1,false,1.197267,0.898015,0.420145,0.285714,0.260504,0.13838,,0.5,0.5,-0.004701,0.26075,0.770473,10.0,true,56971.0,58395.0,721.0,probe_L09R1,78,已复用 approach-1786688067414-0013 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-061543-590439_approach-1786688067414-0013_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-061412_g0078.zip
L09R1O2-20260814-061549-103181,2026-08-14T06:18:16.659,active,,,9,1,2,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786688079460-0014,-1.0,reconstructed_citrus_1,-0.386351,0.223227,0.607602,0.046296,0.478894,-0.821479,0.30957,-0.478894,0.821479,-0.30957,-0.196567,-0.102321,0.730283,-0.444258,-0.676328,-0.261793,0.526003,4.440899,3.479025,3.144489,4.524091,0.637998,15.588683,16.447773,1,false,1.084572,0.797091,0.340567,1.0,0.89916,0.593284,0.646026,0.117647,0.882353,0.026446,0.330511,0.718557,10.0,true,56971.0,58395.0,721.0,probe_L09R1,78,已复用 approach-1786688079460-0014 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-061804-055325_approach-1786688079460-0014_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-061412_g0078.zip
L09R1O3-20260814-061818-359023,2026-08-14T06:18:59.263,active,,,9,1,3,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786688101184-0015,-1.0,reconstructed_citrus_1,-0.386351,0.223227,0.607602,0.046296,0.950306,-0.201509,0.237305,-0.950306,0.201509,-0.237305,-0.009749,0.14337,0.701645,-0.18726,-0.763928,0.01941,0.617228,14.366571,4.877155,4.844668,14.000816,1.862583,38.08942,38.726563,1,false,4.73836,2.618383,1.754137,1.0,1.0,0.655532,0.646026,0.117647,0.882353,0.027356,0.620732,0.537551,10.0,true,56971.0,58395.0,721.0,probe_L09R1,78,已复用 approach-1786688101184-0015 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-061858-087212_approach-1786688101184-0015_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-061412_g0078.zip
L09R2O1-20260814-061918-976395,2026-08-14T06:21:43.476,active,,,9,2,1,true,M3,straight_line,,true,1,contaminated_hit,,executed,false,false,true,approach-1786688442992-0016,-1.0,reconstructed_citrus_1,-0.385452,0.223928,0.604452,0.042148,0.143881,-0.97795,0.151367,-0.143881,0.97795,-0.151367,-0.32903,-0.159573,0.663811,-0.511506,-0.560397,-0.412071,0.504494,4.038211,2.300093,2.243632,4.199126,0.595982,12.781254,13.499844,1,false,0.976265,0.700634,0.348917,0.142857,0.235294,0.167987,,0.441176,0.558824,-0.007313,0.265792,0.766598,10.0,true,56813.0,58307.0,694.0,probe_L09R2,79,已复用 approach-1786688442992-0016 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-062141-094907_approach-1786688442992-0016_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-062028_g0079.zip
L09R2O2-20260814-062144-876988,2026-08-14T06:22:46.612,active,,,9,2,2,true,M1,geometric_centre,0.0,true,2,clean_hit,,executed,false,false,true,approach-1786688462799-0017,-1.0,reconstructed_citrus_1,-0.385452,0.223928,0.604452,0.042148,0.842105,-0.434608,0.319336,-0.842105,0.434608,-0.319336,-0.055223,0.053498,0.729679,-0.288384,-0.759278,-0.066047,0.579629,9.04144,12.800617,12.661514,8.981249,1.259897,43.485037,44.092841,1,false,2.474614,1.753506,0.848771,1.0,0.991597,0.647675,0.642381,0.147059,0.852941,0.03143,0.522617,0.592967,10.0,true,56813.0,58307.0,694.0,probe_L09R2,79,已复用 approach-1786688462799-0017 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-062230-384485_approach-1786688462799-0017_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-062028_g0079.zip
L09R2O3-20260814-062248-987226,2026-08-14T06:23:22.024,active,,,9,2,3,true,M2,task_conditioned,0.6,true,2,clean_hit,,executed,false,false,true,approach-1786688475238-0018,-1.0,reconstructed_citrus_1,-0.385452,0.223928,0.604452,0.042148,0.478894,-0.821479,0.30957,-0.478894,0.821479,-0.30957,-0.197655,-0.098213,0.72585,-0.444254,-0.676331,-0.261796,0.526001,4.5437,3.721449,3.444526,4.600322,0.650055,16.310211,16.988189,1,false,1.109108,0.818059,0.348268,1.0,0.94958,0.583248,0.642381,0.176471,0.823529,0.029016,0.333455,0.716444,10.0,true,56813.0,58307.0,694.0,probe_L09R2,79,已复用 approach-1786688475238-0018 完成入口、直线伸入和原路返回；未重新规划，未发送 OUTPUT_0/OUTPUT_1 或任何末端 IO,/home/catas/elfin_citrus_data/approach_results/approach_20260814-062317-483210_approach-1786688475238-0018_executed.json,/home/catas/elfin_citrus_data/nbv_batches/semantic_nbv_batch_20260814-062028_g0079.zip
