pose,approach,elfin_joint1,elfin_joint2,elfin_joint3,elfin_joint4,elfin_joint5,elfin_joint6,effort_elfin_joint1,effort_elfin_joint2,effort_elfin_joint3,effort_elfin_joint4,effort_elfin_joint5,effort_elfin_joint6,stddev_elfin_joint1,stddev_elfin_joint2,stddev_elfin_joint3,stddev_elfin_joint4,stddev_elfin_joint5,stddev_elfin_joint6,reported_speed_peak,position_span
拟合 A,first,-0.0017043228995106893,0.2797489010603829,-0.36242920777708243,-0.0004932042499168826,-0.0026295050622042173,0.001733524065344435,3.7921433595770706,-22.781731818640615,13.865354428622492,2.7268145708391636,2.1587694561206385,1.5439200503284813,0.29392051095992827,0.4887358383642108,0.14333719049402285,0.2786349933854144,0.07622245468508891,0.045966636565360305,0.0007122189264545771,7.119341527934606e-06
拟合 A,second,-0.0020439392215315967,0.2799050994135057,-0.36210951374577066,-0.0026788065022851646,-0.0005018542498733231,-0.0021101609633106,-5.587164225241933,-39.19377783665796,19.668550523748195,-1.9507470840935448,4.463427344515353,-0.6858178847640541,0.289121423827249,0.47946604441012547,0.1807676950174108,0.2187830380177615,0.060402314680523594,0.0977309447650458,0.0003561094632272886,8.068587064992503e-06
拟合 B,first,-0.0006347130283537955,0.40144251114714946,-0.49822070407543373,0.0029641378451555696,0.35150078122031864,0.00023888950496984534,4.894244356965314,-32.66280896324615,17.9029248661708,3.8615848736394502,1.5334881580965323,1.4985571250168235,0.3369457222457742,0.4768126424974052,0.1405412149801618,0.11813184222901836,0.08132222493799898,0.060037239894108814,0.0003561094632272886,4.271604916760482e-06
拟合 B,second,-0.0013983929284861261,0.3989544199388286,-0.497299983366765,-0.00029386268713471375,0.35195113889980634,0.00033281735086172933,-4.623448086604337,-51.14067211728932,24.340342160192087,-1.7136954911780602,3.7245016447522863,-0.5688542445876537,0.2758729638981285,0.5258443307419703,0.20558094900195245,0.11506329307529212,0.10090849289986667,0.046919560602734264,0.0003561094632272886,4.271604916783467e-06
拟合 C,first,0.0002462698890204709,0.3976285256382354,-0.5029883965754304,0.002032346560410277,-0.34729876786699354,-0.0027484811247052167,-4.985837213116824,-35.243338127862515,19.80029927924279,3.5211537827993653,5.994228500067292,1.6823797108616252,0.3268397014454562,0.47487965534973187,0.20413634909461048,0.10298288702884784,0.050357102680135074,0.09755504310913957,0.0003561094632272886,5.695473222347598e-06
拟合 C,second,0.0025234506045764193,0.39806613969638827,-0.49852855626867126,-0.001881713159248393,-0.3471395675248596,-0.0027629808502837774,5.734509254703053,-54.47783791967903,27.045519161698188,-1.946900405101,8.502308286985016,-0.34425244365432356,0.5606419503192729,0.7040901240527635,0.14703722892910123,0.21834298137047933,0.04721070982468353,0.12292842940264712,0.0007122189264545771,5.695473222348032e-06
拟合 D,first,-0.0028886965560978896,0.522448345380041,-0.6216935681312931,0.3513421978877837,0.2978624518607995,-0.2510889831662992,-5.997340928876944,-40.63835647009097,22.146773464694242,3.6601150614049933,3.3318831552952886,1.4015089154650537,0.49425437339734046,0.540551127490745,0.1717051842450748,0.1557904991980055,0.0769797504139566,0.11741037161774215,0.0003561094632272886,5.695473222347598e-06
拟合 D,second,0.0011751185126008844,0.5175147128945978,-0.6170862387992133,0.3489638038668391,0.3012709908696979,-0.2479140653496399,6.313933627313675,-62.62163752097607,28.29184315528223,-2.1728927959129227,5.6039808952084655,-0.567589772801963,0.67985130110948,0.4254727240120004,0.1529319487030557,0.11243622097909822,0.06977099773405397,0.05987056090344126,0.0003561094632272886,4.746227685314963e-06
拟合 E,first,-0.0023929174776617375,0.517659033812938,-0.6197293418037361,-0.34710253508334504,-0.29771699184781475,0.24730109004408468,-6.148668256431607,-43.25572189207262,22.871872454788665,3.321126475187112,5.978106484799733,1.7435485334944185,0.3018151121464253,0.44764998521772065,0.24589004103316983,0.1628824143728717,0.048705764238773416,0.10026957794666579,0.0003561094632272886,6.6447187594409485e-06
拟合 E,second,-0.0008332358668602521,0.5207470600662489,-0.6218294526299231,-0.3525645295002841,-0.29729448265927017,0.2511163214377662,-5.9097303708189814,-65.62429028350806,30.982114275692233,-2.0247956547000037,8.601569322161748,-0.0736554815164898,0.24625933800922495,0.6692038372655125,0.14808152886810994,0.09835277244023653,0.04880926608999684,0.087508733511041,0.0003561094632272886,5.6954732222669335e-06
拟合 F,first,0.0017415451901325748,0.3191277707523403,-0.4420526234940868,0.5023845458926004,0.41885791558619845,-0.44770173793751794,-3.6189133925079155,-26.329959419988143,15.524234744156809,2.9720403566138027,0.14746902200619091,1.0363926873468317,0.3317743696912422,0.37631004978274063,0.12505774666711067,0.1735800575808484,0.07745067098457452,0.05389579223498921,0.0003561094632272886,5.2208504538464595e-06
拟合 F,second,0.0008734364153546563,0.32224902059944827,-0.43934759408384033,0.49743643741271715,0.42057586015916587,-0.44837781434014923,-4.965925722649104,-43.81822149778567,18.99345836055684,-2.9489602826585424,2.043702523622775,-0.9715885083301771,0.439696928131555,0.7147857621044895,0.2545424652855939,0.11185070832151439,0.0811721701889889,0.062354415177869396,0.0010683283896818657,3.3223593797204742e-06
留出 G,first,-0.0008873665936109814,0.31699180217599104,-0.43716844670112415,-0.49727513686483216,-0.42124531557417616,0.4519609552000204,2.8393785406967202,-29.130510554272814,17.995725996865907,2.589776631729807,5.050774488968737,1.8126203047877794,0.23326206978663627,0.5237138376447057,0.14638559523224187,0.16631882984103336,0.0737197285508551,0.08137443312325307,0.0003561094632272886,2.847736611188978e-06
留出 G,second,0.0010426987601813015,0.3172135222023093,-0.44005627707066913,-0.5001374087982922,-0.4215269685905903,0.4497405037708727,5.71858006232888,-47.022975888565036,24.44083664887228,-3.058109799071958,7.329668764730002,-0.535187683293636,0.5716227915092073,0.6430640806388965,0.2272777819953161,0.15003280930194737,0.04908259225658947,0.07221825012302642,0.0007122189264545771,5.2208504538464595e-06
