pose,approach,elfin_joint1,elfin_joint2,elfin_joint3,elfin_joint4,elfin_joint5,elfin_joint6,effort_elfin_joint1,effort_elfin_joint2,effort_elfin_joint3,effort_elfin_joint4,effort_elfin_joint5,effort_elfin_joint6,stddev_elfin_joint1,stddev_elfin_joint2,stddev_elfin_joint3,stddev_elfin_joint4,stddev_elfin_joint5,stddev_elfin_joint6,reported_speed_peak,position_span
拟合 A 低负载中性腕,first,0.0026264516557266823,0.27793148346551105,-0.3603343652636261,-0.002791826049041127,-0.0026740721401690873,0.0008381205261863629,4.894244356965315,-26.27122052310837,16.274657704285467,2.6875463894569505,2.857495490363619,1.0981937458724695,0.640176352799667,0.3112228169620341,0.22342126937000056,0.36316443649834435,0.07246359917241321,0.06320567339579944,0.0003561094632272886,7.1193415279347146e-06
拟合 A 低负载中性腕,second,-1.6437768550053427e-05,0.2774432073820076,-0.3625650448134353,0.001976028613734576,-0.00195971741125613,-0.0020223834374609056,-4.799996635418112,-40.64200691001005,21.042616315542947,-1.927186175264216,5.012998394371223,-1.211574715989413,0.35495858120821827,0.4616355955391053,0.20238877467073463,0.23724998838661515,0.07969433116819559,0.0957648986687087,0.0003561094632272886,4.74622768528981e-06
拟合 B 中负载正俯仰,first,0.0007199710983405504,0.458520732304618,-0.5627672410617777,0.0007829377189653941,0.5009635569651426,0.002382321524354329,4.567695913294724,-39.767228762128276,20.15916237358883,3.3196839705649075,1.850554458358503,1.2075705553347253,0.637511904848709,0.6232095065686067,0.21102656418158708,0.1867786135763873,0.08229030441192049,0.09965824032164312,0.0003561094632272886,9.492455370579511e-06
拟合 B 中负载正俯仰,second,-0.0013017004049675617,0.4624981027464092,-0.56026115374015,0.0019007850841637824,0.4982305524978813,-0.0026243158532682992,-5.320350252974502,-59.09730370818982,27.944199541331137,-1.545723841837001,4.400572559501638,-1.163735533430777,0.3059897933214343,0.38801018975210455,0.18781552157742185,0.1608785315591012,0.05551408771669723,0.1197908602295305,0.0003561094632272886,4.2716049167609155e-06
拟合 C 高负载正腕姿,first,-0.0015644357488662501,0.7205034194169737,-0.7614925219997701,0.4518955047202403,0.2979786790664329,-0.34851867890337407,-5.628314638875222,-54.70350147831316,27.044717770241416,3.661397287735842,5.746813520667123,0.8667954090910513,0.4562971458973184,0.6197845671480143,0.22146168352143,0.312406360776037,0.05532174451689913,0.08263285227172323,0.0003561094632272886,7.119341527916934e-06
拟合 C 高负载正腕姿,second,-0.0023752021828263923,0.7217636219712127,-0.7577599936235051,0.44817034881764567,0.30275134323992947,-0.34925087944838373,0.37035372269957223,-80.1875544115977,35.56190617289781,-2.2176104392012386,7.949312626042903,-1.2149466407512552,0.34597133850970535,0.5076558053300935,0.2622842461995535,0.12104820987431186,0.07870144809285758,0.07147497529348468,0.0003561094632272886,5.695473222377956e-06
拟合 D 高负载负腕姿,first,0.0022934088590498996,0.7200770183217268,-0.7602354677765625,-0.4498460519642142,-0.2976270310572296,0.3470127166795906,5.248668887290713,-57.64376490404633,28.701354189696755,2.95104390044617,7.394841748017483,1.2086242818228008,0.8382650777674546,0.6645189604196284,0.17536056573604616,0.4386362093659672,0.07003247302058108,0.10782768272816268,0.0003561094632272886,8.068587064979926e-06
拟合 D 高负载负腕姿,second,0.0005631557356185775,0.7205913986575002,-0.760638960412848,-0.44738973675024624,-0.29774344020159077,0.3471202820196982,-4.7946869046267215,-81.69684538905082,36.0126087281908,-1.9534718150465962,9.929053951839483,-0.9078907421260027,0.40213981501211465,0.4760748124990426,0.2551404871226558,0.12110252659909133,0.04167431643803375,0.12374823186883309,0.0003561094632272886,5.2208504538464595e-06
拟合 E 中负载负俯仰,first,0.0028883484994009687,0.45860622768598935,-0.5575542535251576,-0.0024860107785189575,-0.501285098070062,0.0028904843018593496,4.460173864769041,-44.692004071144076,24.470648411064495,3.0215663486427986,8.227496418894878,1.3942908890217354,0.4937621413330699,0.5377265852515188,0.27996098700316413,0.41192256780019587,0.0876254517313108,0.11870480273876037,0.0003561094632272886,8.543209833521397e-06
拟合 E 中负载负俯仰,second,-0.0022868274233262976,0.4617068591289945,-0.5616750233260799,0.0007006381309024706,-0.5022804452987029,0.0002592864184473782,-5.500881099881819,-64.12163646954423,31.740230593806,-1.5764972737773475,10.992896214200691,-0.9376058290897367,0.4362065841193056,0.295886505153728,0.18373905137587632,0.15438585422256507,0.07236147789207122,0.0832881307242718,0.0003561094632272886,5.695473222347707e-06
